un_039130_0001#0,"""A.P.239/5/4"""
un_039130_0010#0,"""Ah... Umm... Ustedes dos..."""
un_039130_0020#0,"""...¿Qué estás haciendo aquí, Claris Claes?<br>¿No deberías estar en Naberius?"""
un_039130_0030#0,"""Hmph. Esa es mi linea. ¿No se suponía que debías informar sobre tu misión en Naberius?"""
un_039130_0040#0,"""Terminé mi informe, así que no hay ningún problema en que yo este aquí<br>¿Verdad?"""
un_039130_0050#0,"""¡Soy igual! Además, tengo asuntos con la predecesora."""
un_039130_0060#0,"""Oh, Demasiado mal, también tengo asuntos con ella."""
un_039130_0070#0,"""Por decirlo así, sigues llamándola tu \""predecesora\""<br>¿No es hora de dejar de hacer eso y llamar a Matoi por su nombre?"""
un_039130_0080#0,"""Ella es mi predecesora, así que está bien. Además, ¿No eres un poco descortés llamándola sin honores Sara?"""
un_039130_0090#0,"""No hay problema con eso.<br>Matoi no le importa en absoluto."""
un_039130_0100#0,"""¿Quién sabe? Tal vez le guste?, ¿Eso de predecesora verdad?"""
un_039130_0110#0,"""Aun así, sin decir nada, probablemente no le gusta que la llames asi. ¿Verdad Matoi?"""
un_039130_0120#0,"""...Bueno, creo que no me importa ser llamado sin honoríficos o ser llamada predecesora..."""
un_039130_0130#0,"""¡Sin duda!"""
un_039130_0140#0,"""¡Sin duda!"""
un_039130_0150#0,"""Lo-lo siento"""
un_039130_0160#0,"""Urgh, ¿Por qué están enojadas conmigo?"""
un_039130_0170#0,"""Oh... <%me>! Ayudame!<br>No se que hacer!"""
un_039130_0180#0,"""1. ¿Qué estás haciendo?"""
un_039130_0190#0,"""2. Ambas probablemente tienen asuntos pendientes."""
un_039130_0200#0,"""Yo tampoco lo sé. Ambas de repente vinieron a mí y empezaron a discutir entre sí."""
un_039130_0210#0,"""...Asuntos pendientes?"""
un_039130_0220#0,"""...Ah."""
un_039130_0230#0,"""...Ah."""
un_039130_0240#0,"""Oh si, eso es verdad. No vine aquí para discutir con está imbécil."""
un_039130_0250#0,"""Tampoco vine aquí para discutir. Acábo de ser atrapada con la pelea de Sara."""
un_039130_0260#0,"""Umm, Ambas dijeron que tienen asuntos conmigo, ¿No?, ¿Hice algo malo?"""
un_039130_0270#0,"""¡No, eso no es!"""
un_039130_0280#0,"""¡La predecesora no hizo nada malo!"""
un_039130_0290#0,"""¿Entonces que pasa?"""
un_039130_0300#0,"""¡¡Esto!!"""
un_039130_0310#0,"""¡¡Esto!!"""
un_039130_0320#0,"""...¿No son estas flores las que florecen en Naberius?"""
un_039130_0330#0,"""¡Pensé en ti y las recogí!..."""
un_039130_0340#0,"""Recogí estos, pensando en la predecesora..."""
un_039130_0350#0,"""¿Por qué ustedes dos..."""
un_039130_0360#0,"""Estaba en tu cuidado en ese entonces. Así que quería darte algo como gratitud."""
un_039130_0370#0,"""Pero, no sabía qué darte. Cuando pensé en algo que quisieras, los recogí."""
un_039130_0380#0,"""Pensé en darte algo mejor que esto pero..."""
un_039130_0390#0,"""Aparte de eso, pensé que estas eran agradables."""
un_039130_0400#0,"""Me encantan estas flores. Verdad, <%me>?"""
un_039130_0410#0,"""Gracias a las dos.<br>estoy tan feliz"""
un_039130_0420#0,"""...Pero, lo que realmente me gusta de esto, son sus sentimientos."""
un_039130_0430#0,"""Son realmente cálidos... Gracias."""
