un_039110_0001#0,"""A.P.239/5/3"""
un_039110_0010#0,"""¡Oh, eres tú!<br>Me alegra que te vaya bien."""
un_039110_0020#0,"""No bajes la guardia. Después de todo, esa cosa [Profound Darkness] está en algún lugar ahí afuera."""
un_039110_0030#0,"""Estamos preparando un plan para enviarlo de vuelta, pero lo necesitamos... Para hacer el trabajo manual."""
un_039110_0040#0,"""Como Huey siempre dice \""... Su cuerpo necesita cuidado, así que coma bien y descanse bien.\"""""
un_039110_0050#0,"""Usted y la predecesora son demasiado extremos con sus cuerpos;<br>Espero que al menos descansen."""
un_039110_0060#0,"""Solo estas tú ahora, ¿verdad?<br>La predecesora no está contigo en este momento, ¿verdad?"""
un_039110_0070#0,"""... Ok, excelente. He querido preguntar..."""
un_039110_0080#0,"""Usted y la predecesora, Matoi, ustedes dos están juntos, ¿verdad?"""
un_039110_0090#0,"""Por lo tanto, por favor dígame.<br>¿Qué clase de regalo le agradaría si se lo entregara?"""
un_039110_0100#0,"""Hay cosas que quiero saber sobre ella, pero no puedo hablar con ella como ves."""
un_039110_0110#0,"""Así que cuando estaba hablando con ella, me vino a la mente la idea de darle un regalo."""
un_039110_0120#0,"""Además, he querido celebrar su regreso... también..."""
un_039110_0130#0,"""1. Es la intención lo que cuenta."""
un_039110_0140#0,"""2. ¿Qué te gustaría de regalo?"""
un_039110_0150#0,"""Tienes razón. Bueno, me pregunto qué debo darle."""
un_039110_0160#0,"""Tal vez debería darle algo que me gustaría. Hmm si..."""
un_039110_0170#0,"""Algo que quiero ...?<br>Veo, justo ... Algo que quiero..."""
un_039110_0180#0,"""...Yeah.<br>Creo que entiendo.<br>Sabía que preguntarte seria una buena idea."""
un_039110_0190#0,"""Gracias, te veré de nuevo. ¿Okay?"""
