un_013190_0001#0,"""A.P.238/4/8"""
un_013190_0010#0,"""Helloo! Hey, quick question! Are you going to take part in the Battle Championship?"""
un_013190_0020#0,"""You are, aren't you? Come on, give it a go! OK, it's decided!"""
un_013190_0030#0,"""So, according to the rules, you have to party up to join the Battle Championship!"""
un_013190_0040#0,"""Which brings us to our second question! Have you decided who you're going with? You haven't? I knew it!"""
un_013190_0050#0,"""Well, here's a really big hint! You can ask the ARKS right in front of you!"""
un_013190_0060#0,"""Who is it? Who could it be?"""
un_013190_0070#0,"""Obviously, she means me. I'd be glad to join you."""
un_013190_0080#0,"""Uh-uh, not quite! You can't just invite Tea and leave me all alone, no no no!"""
un_013190_0090#0,"""No matter the occasion, Patty n' Tea come as a pair!"""
un_013190_0100#0,"""Sorry, who was it that just ditched me and started hunting for a new partner?"""
un_013190_0110#0,"""W-well it's a Battle Championship after all, it looks interesting!"""
un_013190_0120#0,"""堅苦しい催しだと考えてたからどーでもいいやって思ってたのになんか、そんな感じじゃないし!"""
un_013190_0130#0,"""...Huh. ということで、パティちゃんは戦技大会に参加したいんだって。"""
un_013190_0140#0,"""今ならもれなく私ことティアも一緒にくっついて協力するから誘ってもらえると、嬉しいかも。"""
un_013190_0150#0,"""誘ってねー、誘ってよー。 We'll put a curse on you if you don't..."""
un_013190_0160#0,"""このバカの戯れ言は気にせずに気が向いたら誘うぐらいの考えでいいからね。"""
