st_013440_0001#0,"""A.P.238/4/9/12:30"""
st_013440_0010#0,"""¡Eso es suficiente! Eso fue genial, me gustó mucho ver su actuación!"""
st_013440_0020#0,"""Sin embargo... su rendimiento era un poco debil."""
st_013440_0030#0,"""Pero has conseguido perseverar hasta el final, y eso es lo más importante en un ARKS."""
st_013440_0040#0,"""No destacaste mucho, lamentablemete."""
st_013440_0060#0,"""Y no dejaré que te quejes de que esto fue manipulado o nada. Porque, yo soy increíble! ¡Soy perfecto!"""
st_013440_0070#0,"""Si esto es todo lo que eres capaz de entonces vamos a dejarlo en eso!"""
st_013440_0080#0,"""Ahora, la cabeza de nuevo este evento es ----"""
st_013440_0100#0,"""¿Qué es este sentimiento?"""
st_013440_0110#0,"""¡Sé que hay alguien aquí! ¡Aparecer!"""
st_013440_0120#0,"""No eres demasiado malo para ARKS."""
st_013440_0130#0,"""Estaba tratando de pasar desapercibido, pero supongo que todavía no estoy acostumbrado a este cuerpo."""
st_013440_0140#0,"""¿Quien eres tu?"""
st_013440_0150#0,"""¿Realmente lo veo fuera de lugar? Creo que me veo bastante normal, ¿no?"""
st_013440_0160#0,"""Sólo estaba echando un vistazo. Parecía algo divertido."""
st_013440_0170#0,"""Además..."""
st_013440_0180#0,"""Quería ver a la persona que era capaz de contener a [Elder]"""
st_013440_0190#0,"""[Elder], El Dark Falz de antes..."""
st_013440_0200#0,"""No tienes que estar tan tenso. No estoy aquí para pelear ahora."""
st_013440_0210#0,"""Así que no seas tan rígido. y relajarse."""
st_013440_0220#0,"""Hey!"""
st_013440_0230#0,"""A menos que quieras morir no estoy interesado en obligar a nada más."""
st_013440_0240#0,"""Esa cara... ¿quién eres tú?"""
st_013440_0250#0,"""Soy tu enemigo."""
st_013440_0260#0,"""¿O debería decir que los ARKS son nuestros enemigos."""
st_013440_0270#0,"""Para ser honesto si es posible, no quería conocerte aquí. Sinceramente, debo matarte."""
st_013440_0280#0,"""Pero ahora mismo, no estoy de humor. Sólo fingiré que no te he visto."""
st_013440_0290#0,"""La próxima vez que te vea,  voy a matarte. Así que ten cuidado."""
st_013440_0300#0,"""Lo has visto, ¿verdad?"""
st_013440_0310#0,"""Esa manera de hablar, esa inmensa presión...  justo ahora que era-"""
st_013440_0320#0,"""Dark Falz... tal vez"""
st_013440_0330#0,"""Ella se veía similar a ese tipo de la máscara"""
st_013440_0340#0,"""Si usted piensa así también, entonces eso es probablemente lo que era."""
st_013440_0350#0,"""Sí, definitivamente se parece a ese tipo con el que nos topamos en Naberius."""
st_013440_0360#0,"""Pero aún así, se sentía como la presencia de Dark Falz cuando hablaba con ella."""
st_013440_0370#0,"""Como si hubiera dos personas hablando a la vez."""
st_013440_0380#0,"""¿¡Pero por qué!? ¿Por qué tenía que ser ella?"""
st_013440_0390#0,"""Lo siento, sólo estoy un poco desconcertado, cosa que no puedo comprender sólo seguira sucediendo."""
st_013440_0400#0,"""No puedo creer lo mal que es mi suerte."""
st_013440_0410#0,"""Fuera de todas las personas de todos los Ship en Oracle, ¿por qué tuvo que resultar así?"""
