name01#0,"""???"""
name02#0,"""???"""
un_011550_0010#0,"""Hwahahahahaha! You there, ARKS. Yes, you!"""
un_011550_0020#0,"""I can tell that something is troubling you just by looking at your face!"""
un_011550_0030#0,"""Rest assured, now that I'm here there's nothing to fear! Now, say what troubles you!"""
un_011550_0040#0,"""Hm? There's nothing troubling you? That can't possibly be true... it is?"""
un_011550_0050#0,"""Wow, that made me look stupider than I expected. Time to change the subject!"""
un_011550_0060#0,"""Me? My name is Huey. I'm the sixth of the Council of Six.<br>...Yep, I'm one of those amazing guys."""
un_011550_0070#0,"""People always tell me I don't act like it, but it's not like there's anything they can do about it, now is there?"""
un_011550_0080#0,"""...Well, it hasn't got in the way of what I do! I help people everywhere I go, and I don't let them complain about it!"""
un_011550_0090#0,"""You seem pretty capable. I hope I get a chance to run into you again!"""
