un_013210_0001#0,"""A.P.238/4/8"""
un_013210_0010#0,"""Oh hey, eres tu. Rela, di hola también."""
un_013210_0020#0,"""〔<%me>〕<br>〔Saludos〕<br>〔¿Es esto〕〔bastante bueno?〕"""
un_013210_0030#0,"""Un poco torpe, pero supongo que funciona."""
un_013210_0040#0,"""Un saludo adecuado permite que otros se sientan a gusto. Recuerda eso."""
un_013210_0050#0,"""Por cierto, ¿vas a estar participando en el Campeonato ARKS?"""
un_013210_0060#0,"""He oído que está a punto de empezar."""
un_013210_0070#0,"""Parece que es necesario que usted elija un compañero, ¿tiene alguien en mente todavía?"""
un_013210_0080#0,"""No estoy interesada en el evento en sí tanto como quiero ver sus resultados del campeonato."""
un_013210_0090#0,"""〔Aki〕〔Campeonato de batalla〕〔¿qué es?〕"""
un_013210_0100#0,"""Bueno... simplemente, es una prueba de fuerza entre los miembros de ARKS."""
un_013210_0110#0,"""〔Prueba de fuerza〕<br>〔¡Eso suena〕〔divertido!〕"""
un_013210_0120#0,"""〔<%me>〕<br>〔¿podrías〕<br>〔entrar〕〔tambien Aki?〕"""
un_013210_0130#0,"""Lo siento, pero no me interesa ese tipo de cosas."""
un_013210_0140#0,"""〔Bueno〕〔entonces entraré〕<br>〔Estoy seguro〕〔de mi fuerza!〕"""
un_013210_0150#0,"""...uh, Rela? ¿Eres realmente un Oracle?"""
