st_013520_0001#0,"""A.P.238/4/9/11:30"""
st_013520_0010#0,"""いやー、すっごいねー！<br>こうして一緒に戦ってみると<br>あなたの強さ、よーくわかるよ！"""
st_013520_0020#0,"""やっぱりあたしの見立てに<br>間違いはなかったね！"""
st_013520_0030#0,"""いやに得意げだけど、最初にこの人を<br>強いって判断したのは私だからね。<br>勝手に自分の手柄にしないこと。"""
st_013520_0040#0,"""でも、パティちゃんの言うとおり<br>見てみないとわからなかった<br>というか、想像以上。"""
st_013520_0050#0,"""何でだろう、前はここまで<br>圧倒的な感じはしなかったんだけど。"""
st_013520_0060#0,"""成長が早いってことでしょー。<br>歴戦の勇士、って顔になってるし！<br>いいなあー、かっこいいなぁー！"""
st_013520_0070#0,"""Hahahaha! Ik vraag me af of jullie twee hier plezier mee zullen hebben!"""
st_013520_0080#0,"""Hey Huey! Huey! Ik will ook meedoen!"""
st_013520_0090#0,"""Jij bent deel van de staff, toch? Tijd om de huidige situatie te raporteren!"""
st_013520_0100#0,"""……現在の成績優秀者は<br>ハンターのオーザと<br>フォースのマールーのペア！"""
st_013520_0110#0,"""んん？\u3000誰だ？"""
st_013520_0120#0,"""<%me>と<br>噂に聞く情報屋姉妹のパーティーも<br>頑張っているようだな！"""
st_013520_0130#0,"""Ah, ik denk dat ik die naam al ergens eerder gehoord heb..."""
st_013520_0140#0,"""Maar toch, iedereen is ongeveer neck aan neck. het kan overal gaan van hier."""
st_013520_0150#0,"""Hey, Huey, Gewoon lezen wat je daar geschreven hebt? is dat leuk?"""
st_013520_0160#0,"""Het event gaat nu in de tweede helft. ik kijk er naar uit om iedereen hun best te zien doen!"""
st_013520_0170#0,"""Hey Clarissa, dit is voor de deelnemers, dus kan je gewoon meewerken?"""
st_013520_0180#0,"""うはっ！\u3000聞いたティア、聞いた？！<br>ウワサの情報屋姉妹だって！<br>あたしたち、ウワサになってるよ！"""
st_013520_0190#0,"""はいはい、ムダにはしゃがない。<br>名前が出たわけでもないんだよ。<br>まったくもう。"""
