name01#0,"""???"""
name02#0,"""???"""
un_011590_0010#0,"""Oh, Hola. ¡Soy yo, Huey el sexto en el Consejo de los Seis!"""
un_011590_0020#0,"""...Soy muy molesto? No te preocupes, estoy bien consciente de eso! Regius me grita todo el tiempo!"""
un_011590_0030#0,"""Siempre está diciendo, \""Hay alguien que de repente aparece en el campo de batalla, grita y luego huye\""."""
un_011590_0040#0,"""¡No soy yo! Realmente no soy yo! Ya sé, la próxima vez que me grite, ¡te culparé!"""
un_011590_0050#0,"""No hay manera de que yo vaya en contra de Regius. Su rango  es demasiado alto para no seguir sus órdenes..."""
un_011590_0060#0,"""Está en el Top de los Tres Héroes del Consejo de los Seis, número uno en general. ¡Una leyenda viva!"""
un_011590_0070#0,"""Por sí mismo es increíblemente poderoso, y además tiene la [World Ender]! No hay manera de que pueda pensar en vencerlo!"""
un_011590_0080#0,"""Es demasiado fuerte. Además, tanto él como su hermana menor tienen cuarenta años de experiencia de batalla!"""
un_011590_0090#0,"""¡Sería bueno enfrentarse a él y dejar mi nombre en la historia! ¡Haré que suceda!"""
un_011590_0100#0,"""Pero por ahora, supongo que esas son sólo palabras vacías. ¡Nos vemos más tarde!"""
