st_013040_0001#0,"""A.P.238/4/9/12:30"""
st_013040_0010#0,"""Dat is genoeg! Dat was goed! Je hebt me echt getoond hoe hard je werkt!"""
st_013040_0020#0,"""Maar toch, je optreden kan wat beter."""
st_013040_0030#0,"""Zelfs met dat, je was in staat om je weg naar het einde te vechten en dat is wat nodig is in een ARKS lid zijn."""
st_013040_0040#0,"""Je won niet en je krijgt de tentoonstellings match niet, maar je hard werk is genoteerd."""
st_013040_0050#0,"""Haast je en keer terug - iedereen is op je aan het wachten!"""
st_013040_0060#0,"""Er is echt niets dat ik kan fixen aan je optreden, het was perfect! Allemaal dankzij mijn briljante planning!"""
st_013040_0070#0,"""Maar ik denk dat een deel ervan was door je inspanning als deelnemers."""
st_013040_0080#0,"""Ik heb iets speciaal klaargemaakt aleen voor jou!"""
st_013040_0090#0,"""なあ、そうだろう！<br>クラリスクレイス！"""
st_013040_0100#0,"""まったくそのとおりだ！<br>私が直々にご褒美をくれてやる！"""
st_013040_0110#0,"""好成績者へのご褒美！<br>それは私自身！"""
st_013040_0120#0,"""六芒均衡の五、そして三英雄たる<br>このクラリスクレイスとの<br>エキシビションマッチだ！"""
st_013040_0130#0,"""どうだ？\u3000うれしいだろう？<br>ふふふ、喜ぶといい、誇るといい！"""
st_013040_0140#0,"""六芒均衡が胸を貸すというのは<br>めったにないことなんだからな！"""
st_013040_0150#0,"""……あれ？<br>ねーヒューイ、なんだかあんまり<br>うれしそうな顔してないぞ？"""
st_013040_0160#0,"""対戦を前に緊張しているだけだろう！<br>気にするな！\u3000ふつうは強者の胸を<br>借りられるだけで嬉しいものだ！"""
st_013040_0170#0,"""そうか、ならいい！<br>ま、安心しろ、そこのアークス達<br>きちんと手加減してやるからな！"""
st_013040_0180#0,"""そーだなー……よし！<br>半分の半分の半分の半分の力で<br>相手してやるっ！"""
st_013040_0190#0,"""さあ行くぞ、クラリッサ！<br>半分の半分の半分の半分の……<br>あれ？\u3000どのぐらいだったっけ？"""
st_013040_0200#0,"""まあいいや、面倒だから<br>目につくもの全部爆破だっ！"""
