un_013200_0001#0,"""A.P.238/4/8"""
un_013200_0010#0,"""Oh, hello there."""
un_013200_0020#0,"""That battle competition I mentioned before? It's coming up soon."""
un_013200_0030#0,"""Are you interested? Are you going to go?"""
un_013200_0040#0,"""...Well, do what you want. It doesn't matter to me."""
un_013200_0050#0,"""Oh, just one thing, apparently you're not allowed to go it alone."""
un_013200_0060#0,"""According to the rules, in order to participate, you have to invite someone to partner up with you."""
un_013200_0070#0,"""...With skills like yours, anyone you invite would come running, wouldn't they."""
un_013200_0080#0,"""I reckon it's none of my business. If you can't do it solo, there's no place for me."""
un_013200_0090#0,"""...Hey now, what's with that face? I already told you I don't care."""
un_013200_0100#0,"""Well, I guess if you're by yourself and you're feeling lonely, I could always lend you a hand."""
