st_013080_0001#0,"""A.P.238/4/9/15:00"""
st_013080_0010#0,"""You're back, I'd like to take the chance to thank you all for participating."""
st_013080_0020#0,"""All that I said about this not being voluntary was a lie. I'm really grateful that you even showed up!"""
st_013080_0030#0,"""But since you're here, I have a personal question that I'd like to ask you!"""
st_013080_0040#0,"""Why is it that you continue to strive to get stronger?"""
st_013080_0050#0,"""For ARKS"""
st_013080_0060#0,"""For great justice!"""
st_013080_0070#0,"""For someone."""
st_013080_0080#0,"""That's brilliant! You really are a model of this organization!"""
st_013080_0090#0,"""Don't forget those feelings as you continue to get stronger!"""
st_013080_0100#0,"""That direction is excellent! I hope you'll keep up the good work!"""
st_013080_0110#0,"""Even when trapped by karma's cycle, the dreams left behind will open the door!"""
st_013080_0120#0,"""Even if the universe stands in our way, our seething justice will determine what will be! """
st_013080_0130#0,"""We'll break through time and space, and defy all who would stop us, to grab hold of our future!"""
st_013080_0140#0,"""I see, so that's why you continue to get stronger. I felt something in your fighting!"""
st_013080_0150#0,"""For justice, you really have to protect someone until the very end!"""
st_013080_0160#0,"""As long as you have something to devote yourself to then that's enough!"""
st_013080_0170#0,"""Don't forget those feeling as you continue to get stronger!"""
