st_013120_0001#0,"""A.P.238/4/9/11:30"""
st_013120_0010#0,"""ふむ、ここはどうやら<br>小休止のポイントみたいだ。"""
st_013120_0020#0,"""しかし、いつのまにかずいぶんと<br>頼れる存在になったもんだな。<br>……お前のことだぞ。"""
st_013120_0030#0,"""ついこの前までは新人同然の<br>雰囲気だったというのに<br>今ではもう熟達者の如く、だ。"""
st_013120_0040#0,"""他の皆と過ごしてきた時間は<br>同じはずなのに、大したものだな。"""
st_013120_0050#0,"""経験の密度か、それ以外の何かか。<br>何にせよ優秀なことはいいことだ。"""
st_013120_0060#0,"""色々と面倒なことが続いているが<br>お前のようなヤツがいてくれれば<br>なんとかなるだろう。"""
st_013120_0070#0,"""Hahahaha! Ik vraag me af of jullie twee hier plezier mee zullen hebben!"""
st_013120_0080#0,"""Hey Huey! Huey! Ik will ook meedoen!"""
st_013120_0090#0,"""Jij bent deel van de staff, toch? Tijd om de huidige situatie te raporteren!"""
st_013120_0100#0,"""……現在の成績優秀者は<br>レンジャーのジャンと<br>フォースのマールーのペア！"""
st_013120_0110#0,"""Wie?"""
st_013120_0120#0,"""ハンターのオーザとペアの<br><%me>も<br>頑張っているようだな！"""
st_013120_0130#0,"""Ah, ik denk dat ik die naam al ergens eerder gehoord heb..."""
st_013120_0140#0,"""Maar toch, iedereen is ongeveer neck aan neck. het kan overal gaan van hier."""
st_013120_0150#0,"""Hey, Huey, Gewoon lezen wat je daar geschreven hebt? is dat leuk?"""
st_013120_0160#0,"""Het event gaat nu in de tweede helft. ik kijk er naar uit om iedereen hun best te zien doen!"""
st_013120_0170#0,"""Hey Clarissa, dit is voor de deelnemers, dus kan je gewoon meewerken?"""
st_013120_0180#0,"""……くっ、あいつに負けているのか！<br><%me>！<br>急いで進むぞ！\u3000後半で巻き返すんだ！"""
