name01#0,"""？？？"""
name02#0,"""？？？"""
un_011400_0010#0,"""Bienvenido <%me>."""
un_011400_0020#0,"""¿Yo? ¿Qué he estado haciendo? Investigar, o estudiar, supongo."""
un_011400_0030#0,"""Estoy en este barco y sin embargo no sé nada al respecto, así que estoy tratando de estudiar lo que pueda sobre él"""
un_011400_0040#0,"""Esta Nave es extremadamente grande. El vestíbulo es sólo una parte de él, hay otras secciones."""
un_011400_0050#0,"""El área de la ciudad ya se extiende más de lo que se puede ver, pero también hay una zona agrícola, y el océano también."""
un_011400_0060#0,"""Me gustaría ir a verlos algún día. Dividir el trabajo de manera estricta no parece ser una buena idea."""
un_011400_0070#0,"""Pero supongo que si los ARKS caminaran por todas partes en sus uniformes la gente se sorprendería."""
un_011400_0080#0,"""Me pregunto si hay alguien con quien pueda hablar para entrar en la agricultura..."""
un_011400_0090#0,"""Lo sé, necesito concentrarme primero en sanar. Gracias por preocuparte."""
