st_013420_0001#0,"""A.P.238/4/9/11:30"""
st_013420_0010#0,"""ふぃー、これで一段落か？<br>このあたりは小休止ポイントだな。"""
st_013420_0020#0,"""しっかし、このまえあんだけの<br>ダーカーと戦った惑星で戦技大会って<br>すげー判断だよな。"""
st_013420_0030#0,"""まあ、ここに対する恐怖感というか<br>不安感の払拭を兼ねているのかも<br>しれないけどさ。"""
st_013420_0040#0,"""おれがずいぶん前に相棒へ頼んだ<br>依頼のような感じで。"""
st_013420_0050#0,"""でもなー、なんだろーなー。<br>確かにすごい危険な感じはないんだけど<br>なんか不安なんだよな……"""
st_013420_0060#0,"""いや、不安だけでもないのか。<br>何だろうなこれ、懐かしいような<br>怖いような……あー、よくわからん！"""
st_013420_0070#0,"""Hahahaha! Ik vraag me af of jullie twee hier plezier mee zullen hebben!"""
st_013420_0080#0,"""Hey Huey! Huey! Ik will ook meedoen!"""
st_013420_0090#0,"""Jij bent deel van de staff, toch? Tijd om de huidige situatie te raporteren!"""
st_013420_0100#0,"""……現在の成績優秀者は<br>レンジャーのアフィンと<br><%me>のペアだ！"""
st_013420_0110#0,"""Ik denk dat ik die naam ergens eerder gehoord heb..."""
st_013420_0120#0,"""若いアークスの台頭というのは<br>先達として嬉しいところだ！<br>よしよし、頑張れよー！"""
st_013420_0122#0,"""Volgend lijkt het op het paar van Ohza de Hunter en Marlu de Force!"""
st_013420_0124#0,"""Het lijkt erop det de gerumoerde informatie zusters het ook volhouden!"""
st_013420_0126#0,"""Wie?"""
st_013420_0140#0,"""Maar toch, iedereen is ongeveer neck aan neck. het kan overal gaan van hier."""
st_013420_0150#0,"""Hey, Huey, Gewoon lezen wat je daar geschreven hebt? is dat leuk?"""
st_013420_0160#0,"""Het event gaat nu in de tweede helft. ik kijk er naar uit om iedereen hun best te zien doen!"""
st_013420_0170#0,"""Luister Clarissa, wanneer je opgroeit, zijn er dingen waar je gewoon mee moet leven."""
st_013420_0175#0,"""Op zijn minst, zou je de event details willen lezen?"""
st_013420_0180#0,"""うーん……上位にいるのは<br>嬉しいんだけど……このもやもやが<br>気になって集中できん。"""
st_013420_0190#0,"""なーんなんだろうなー、これ。<br>相棒、お前は感じないのか？<br>おれだけなのかぁ？\u3000うーん……"""
