st_065040_0001#0,"""A.P.242/3/31/11:00"""
st_065040_0010#0,"""This is the inside of the Mothership...? It looks completely different."""
st_065040_0020#0,"""I'm scanning the interior now. Its structure seems to have changed considerably."""
st_065040_0030#0,"""She's got some nerve breaking into someone else's home and remodeling everything."""
st_065040_0040#0,"""In addition to the structural changes, I've pinpointing some immense readings."""
st_065040_0050#0,"""...Would that be at the core?"""
st_065040_0060#0,"""Exactly. And as if to show how little they're concerned, they're showing no indication of being on alert."""
st_065040_0070#0,"""However, Shiva's strength continues to grow even under the effects of the barrier."""
st_065040_0080#0,"""She's likely gathering her power in preparation for your fight. You should hurry there as quickly as possible."""
st_065040_0090#0,"""There are numerous Photoners stationed along the path there... Guess she's not taking any chances."""
st_065040_0100#0,"""Other ARKS have successfully entered and are coming to your aid."""
st_065040_0110#0,"""Leave the heavy lifting to them and focus on reaching the core... Good luck."""
skit01#0,"""\\Test"""
skit02#0,"""\dummytext"""
