name01#0,"""？？？"""
msc_013090_0010#0,"""I'm home."""
msc_013090_0020#0,"""Welcome back, Meri. Oh, we have guests?"""
msc_013090_0030#0,"""Ah! THIS must be Ilma?"""
msc_013090_0040#0,"""This is Kukka. My brother."""
msc_013090_0050#0,"""Pleased to meet you."""
msc_013090_0060#0,"""You look surprised. We're quintuplets in all."""
msc_013090_0070#0,"""Quintuplets?!"""
msc_013090_0080#0,"""Yup. There's Taivas and Tulli, and then Ilma, Kukka, and me."""
msc_013090_0090#0,"""Well, dang..."""
msc_013090_0100#0,"""Do you live here by yourselves?"""
msc_013090_0110#0,"""Yes. Our parents died when we were young, so we were raised by our grandpa, but..."""
msc_013090_0120#0,"""He also passed away, not too long ago."""
msc_013090_0130#0,"""Oh... I'm sorry..."""
msc_013090_0140#0,"""Have you heard from Ilma?"""
msc_013090_0150#0,"""There must be something to go on, like where he was headed or something."""
msc_013090_0160#0,"""Out of all of us, Ilma's probably the hardest to understand, so..."""
msc_013090_0170#0,"""He mostly just stayed in the lodge, totally devoted to his research. Every now and then, he'd suddenly leave to go investigate something."""
msc_013090_0180#0,"""So we just thought this was one of those times and didn't think much of it at first..."""
msc_013090_0190#0,"""Well hey, we're here to help you find him."""
msc_013090_0200#0,"""That's great. We've kind of been in over our heads here."""
msc_013090_0210#0,"""We appreciate the thought, but we can't impose on you like that."""
msc_013090_0220#0,"""What...?"""
msc_013090_0230#0,"""This is our family's problem, so we should be the ones to figure something out."""
msc_013090_0240#0,"""But..."""
msc_013090_0250#0,"""Taivas and Tulli are already out looking. They'll do just fine, nothing to worry about."""
msc_013090_0260#0,"""Those two know Kvalis like the back of their hand."""
msc_013090_0270#0,"""Besides, you'll need them to guide you either way."""
msc_013090_0280#0,"""Those two should be home before it gets dark, so just wait here."""
msc_013090_0290#0,"""Anyways, I'm gonna finish getting the food ready. Have some."""
msc_013090_0300#0,"""..."""
