un_061200_0001#0,"""A.P.242/2/21"""
un_061200_0010#0,"""아크스 여러분！<br>힘들겠지만 지금이 가장 중요합니다！<br>힘을 합쳐 이겨 냅시다！"""
un_061200_0020#0,"""……후우. 이걸로 전 함선 공지는<br>일단 끝났네."""
un_061200_0030#0,"""수고하셨습니다, 우르크 씨！"""
un_061200_0040#0,"""수고했어, 우르크.<br><%me> 씨가 와 있어."""
un_061200_0050#0,"""오, 어서 와.<br>여러 가지 힘든 일을<br>맡겨서 미안해."""
un_061200_0060#0,"""우리도 할 수 있는 일을<br>힘닿는 데까지 해 나갈 테니까……<br>서로 힘내자."""
un_061200_0070#0,"""자, 다음은 각 함선에……어라？<br>갑자기 어지럽네……"""
un_061200_0080#0,"""우르크！"""
un_061200_0090#0,"""잠깐, 괜찮으세요！？<br>우르크 씨……！"""
un_061200_0100#0,"""아하하, 갑자기 휘청했네.<br>고마워, 테오."""
un_061200_0110#0,"""웃을 일이 아니야！<br>우르크는……너무 무리하고 있어."""
un_061200_0120#0,"""아……그렇게 보여？"""
un_061200_0130#0,"""누가 봐도 우르크는 한계야！<br>이대로 가면 정말 쓰러질 거야！"""
un_061200_0140#0,"""하지만 지금 힘내지 않으면<br>모든 게 헛수고가 돼.<br>쉴 수는 없어."""
un_061200_0150#0,"""……응, 그렇지.<br>알겠어. 지금은 힘내자.<br>나도 온 힘을 다할게."""
un_061200_0160#0,"""어？ 왜 그래, 테오.<br>평소라면 온 힘을 다해 말리거나<br>금세 자신 없어 할 텐데."""
un_061200_0170#0,"""아하하……그렇긴 해.<br>예전 같으면 우르크를 쉬게 하려 하거나<br>나는 쓸모없다며 풀이 죽었을지도 모르지."""
un_061200_0180#0,"""지금도 불안한 건 많아.<br>하지만 우르크가 계속 힘내고 싶다면<br>나는 온 힘을 다해 곁에서 돕고 싶어."""
un_061200_0190#0,"""내가 우르크와 함께 있기 위해서.<br>……그렇게 결심했어."""
un_061200_0200#0,"""……에헤, 에헤헤."""
un_061200_0210#0,"""어, 왜, 왜 그래？<br>무슨 일이야, 우르크. 괜찮아？"""
un_061200_0220#0,"""괜찮아, 완전 괜찮아！<br>오히려 기운이 꽉 찼어！<br>테오, 고마워！"""
un_061200_0230#0,"""두 분 사이가 좋은 건 알겠는데요.<br>이제 슬슬 말려야 하지 않을까요？"""
un_061200_0240#0,"""보기 민망하네"""
un_061200_0250#0,"""안됐네"""
un_061200_0260#0,"""다른 사람도 보고 있으니까요……<br>총사령관님, 한창 분위기 좋은데<br>죄송하지만 두 분만 있을 때 해 주세요！"""
un_061200_0270#0,"""왜 제가 안됐다는 거예요！<br>하나도 부럽지 않거든요！"""
un_061200_0280#0,"""아하하……미안, 미안.<br>그리고 다들 걱정하게 했네.<br>이제 괜찮아！"""
un_061200_0290#0,"""자, 지금이 힘낼 때야！<br>기운 내서 헤쳐 나가자.<br>모두 함께 미래를 붙잡기 위해！"""
