name01#0,"""？？？"""
name02#0,"""？？？"""
st_010190_0010#0,"""<%me>.<br>Я должна выразить<br>свою благодарность."""
st_010190_0020#0,"""Благодаря той встрече,<br>наблюдаются изменения,<br>ведущие к новым возможностям."""
st_010190_0030#0,"""Вы, кажется, заинтересованы<br>больше в цели, чем в<br>возможностях. Я права?"""
st_010190_0040#0,"""Нет нужды глубоко вникать в это."""
st_010190_0050#0,"""Я могу сообщить вам только то,<br>что у вас есть шанс<br>спасти многих людей."""
st_010190_om_0060#0,"""И всё же, это не очень точно.<br>Не могу найти слова, чтобы<br>объяснить всё правильно."""
st_010190_0070#0,"""Прошу меня простить за то, что не<br>могу предоставить вам достаточно<br>информации, чтобы вы<br>доверяли мне."""
st_010190_0080#0,"""За это и за то,<br>что полагаемся на вас,<br>прошу прощения."""
st_010190_0090#0,"""Новая Карта Событий<br>была сформирована. Значит, новые<br>возможности, ведущие к случайным<br>встречам, стали доступны."""
st_010190_0100#0,"""Я всё так же сожалею,<br>но надеюсь, что вы приложите<br>все усилия."""
al_010020_0010#0,"""Действительно, я погибла на Набериусе, чтобы помочь ей помочь второму поколению. Это было намерение Сион."""
al_010020_0020#0,"""そのために、あなたを修了任務の<br>時間にまで遡らせて……<br>ぶっつけ本番で、良くできたなあ。"""
al_010020_0030#0,"""偶発事象の明示化、マターボード……<br>わたしが使う時間停止と同じ感じの<br>とんでもないやつだね。"""
al_010020_0040#0,"""スーくん的に言えば、マジックかな。<br>いや、そんなレベルじゃないかも……<br>まあ、それはさておいて。"""
al_010020_0050#0,"""いくら、過去に行けるとしても<br>歴史改変は容易なことじゃないよ。<br>時間にも自浄作用みたいなものがある。"""
al_010020_0060#0,"""たとえば、わたしがルーサーに殺される<br>歴史を改変しても、たぶんどこかで<br>わたしは死ぬ。普通は、そうなる。"""
al_010020_0070#0,"""でもシオンは書き換えた結果も見える。<br>そして、どうやって書き換えればいいか<br>その道筋を知ることも、できる。"""
al_010020_0080#0,"""あとは、あなたに伝えて書き換える。<br>そのためにあるのが、マターボード。<br>いわば、未来を創るための道標、かな。"""
al_010020_0090#0,"""ここからあなたは、演算で導き出された<br>未来へ繋ぐ事象改変に協力していく。"""
al_010020_0100#0,"""シオンだけでは無理。<br>あなただけでも無理。<br>二人がいたから、出来ることなんだね。"""
al_010020_0110#0,"""もちろん、シオンの演算通りに動いても<br>必ず事象改変に成功すると<br>決まってはいない。"""
al_010020_0120#0,"""だからあなたはきっと改変に成功するまで<br>無意識のうちに何度も、時を遡って<br>冒険を繰り返してきてるんだろうね……"""
