st_062050_0001#0,"""A.P.242/2/26/14:00"""
st_062050_0010#0,"""Это... самая глубокая часть Амдускии?.."""
st_062050_0020#0,"""〔Да〕<br>〔Неприкосновенная территория〕<br>〔Магнетитовая гробница<br>Адского дракона〕<br>〔Я тоже〕〔здесь впервые〕"""
st_062050_0030#0,"""Однако, это место... напоминает<br>искажённую область."""
st_062050_0040#0,"""〔Госпожа Камицу〕〔говорит〕<br>〔ты права〕"""
st_062050_0050#0,"""〔Дейстивями〕〔[Глубокой Тьмы]〕<br>〔преобразованная область〕<br>〔аналогична〕"""
st_062050_0060#0,"""...Может, это то же место,<br>где были мы с Айечкой?"""
st_062050_0070#0,"""Нет, похоже, что отличается.<br>Словно тут изначально<br>так было... Я права, Рера?"""
st_062050_0080#0,"""〔Как и говорит〕〔Куна〕〔Путь к〕<br>〔Адскому дракону Кашина〕<br>〔С самого начала〕〔так выглядел〕"""
st_062050_0090#0,"""〔ARKS называют это〕<br>〔искажёнными областями〕<br>〔При первом появлении〕<br>〔считалось что〕<br>〔Кашина〕〔пробудился〕"""
st_062050_0100#0,"""〔Это было〕<br>〔тем, что желал Кашина〕<br>〔облик драконов〕<br>〔облик Амдускии〕<br>〔возможно〕"""
st_062050_0110#0,"""〔Оставшиеся здесь〕〔драконы〕<br>〔под влиянием Кашины〕<br>〔обезумели〕<br>〔Не различая друзей и врагов〕<br>〔нападают〕"""
st_062050_0120#0,"""〔Поэтому〕〔Никто не входит〕<br>〔Держимся подальше〕<br>〔Кашина в одиночестве〕〔спит〕"""
st_062050_0130#0,"""Здесь находится Кашина...<br>Ключ к восстановлению Сяо..."""
st_062050_0140#0,"""Успокойся"""
st_062050_0150#0,"""Не торопись"""
st_062050_0160#0,"""Мы все разделяем твоё<br>желание вернуть Сяо."""
st_062050_0170#0,"""Так что, не стоит<br>торопиться, Сара.<br>Всё будет хорошо."""
st_062050_0180#0,"""<%me>...<br>Матои..."""
st_062050_0190#0,"""〔Именно〕〔Не волнуйтесь〕<br>〔медиум ARKS〕〔Потому что я〕<br>〔буду с вами〕"""
