st_046090_0001#0,"""A.D.2028/4/21/19:00"""
st_046090_0010#0,"""허억… 허억…!"""
st_046090_0020#0,"""…아직, 아아직이야, 히츠기야."""
st_046090_0030#0,"""부탁해, 이제 누워 있어, 코오리!<br>더 이상 싸우면 너는…!"""
st_046090_0040#0,"""안 돼. 누워 있을 수는 없어.<br>히츠기를 구해야 하고<br>마더가 죽이라고 했으니까… 그렇지!"""
st_046090_0050#0,"""코오리 씨의 바이탈은 분명히 이상합니다…<br>몸 전체에 과부하가 걸려서<br>움직일 수 없을 만큼 괴로울… 텐데."""
st_046090_0060#0,"""코오리…"""
st_046090_0070#0,"""…히츠기, 물러나 있어.<br>너한테는 괴로운 상대다.<br>이 아가씨는… 내가 상대해 주마."""
st_046090_0080#0,"""따지고 보면 코오리와 제대로<br>마주하지 않았던 내 잘못이야."""
st_046090_0090#0,"""그러니까 내가 책임지고 끝낼게.<br>코오리는… 내가 벨 거야!"""
st_046090_0100#0,"""히츠기야, 고민하지 말아 줘.<br>나는 히츠기가 고민하는 얼굴은 보고 싶지 않아.<br>더, 더 마음대로 휘둘러 줬으면 해…!"""
st_046090_0110#0,"""늘 혼자였던 내게 처음 생긴 친구.<br>처음으로 소중한 사람."""
st_046090_0120#0,"""언제나, 어떤 때라도<br>쭉 함께니까, 히츠기야."""
st_046090_0130#0,"""큭…!"""
st_046090_0140#0,"""놔, 놔줘! <%me>!<br>코오리는 내가…!"""
st_046090_0150#0,"""정말 벨 생각이야?"""
st_046090_0160#0,"""포기하지 마"""
st_046090_0170#0,"""…구할 수 있으면 구하고 싶어.<br>하지만… 벨 수밖에 없다면<br>그건 내 몫… 이니까!"""
st_046090_0180#0,"""…나도 포기하고 싶지 않아!<br>하지만 이대로면 코오리는 계속<br>괴롭기만 할 테니까…!"""
st_046090_0190#0,"""…!<br><%me> 말은 그래도<br>나한테 포기하지 말라는 거야?"""
st_046090_0200#0,"""그야 <%me> 씨라면<br>그렇게 말하죠. 당연해요."""
st_046090_0210#0,"""저기요, 히츠기 씨.<br>거기 있는 사람은 말이에요, 어떤 때라도<br>포기하지 않은 사람이에요. 굉장한 사람이에요."""
st_046090_0220#0,"""…그러니까 포기하면 안 돼요, 히츠기 씨.<br>포기하면 아무것도 못 하게 돼 버려요."""
st_046090_0230#0,"""여러분이 가진 그 힘은<br>소원이 구현된 것이니까…<br>포기하면 절대 안 돼요!"""
st_046090_0240#0,"""시에라…"""
st_046090_0250#0,"""나 원 참… 깔끔하게 쓰러뜨리는 게<br>빠를 것 같긴 하다만…<br>영 찝찝한 건 나도 싫어."""
st_046090_0260#0,"""어이 히츠기, 넌 알도 구할 생각이지?<br>그러면 이 녀석 정도는 깔끔하게 구해 봐라!<br>꿈같은 얘기를 그 손으로 현실로 만들어 봐!"""
st_046090_0270#0,"""오빠…"""
st_046090_0280#0,"""<%me>……"""
st_046090_0290#0,"""부탁해… 힘을 빌려줘…<br>내 소원을 이루기 위한 힘을…!"""
st_046090_0300#0,"""따스한 빛… 이건…<br>그때 나를 구해 줬던<br><%me> 힘… 맞지?"""
st_046090_0310#0,"""코오리…<br>지금 구해 줄게!"""
st_046090_0320#0,"""하아아아아아앗!!"""
st_046090_0330#0,"""코오리!"""
st_046090_0340#0,"""히츠기야…?"""
st_046090_0350#0,"""히츠기야…!<br>히츠기야아!"""
st_046090_0360#0,"""다행이야… 드디어 만났어!<br>드디어…!"""
st_046090_0370#0,"""미안해… 미안해, 히츠기야!<br>…나, 무서웠어!<br>히츠기가 날 싫어하게 됐다고 생각해서…!"""
st_046090_0380#0,"""항상 곁에 있어 줬는데<br>더는 함께 있어 주지 않게 돼서…<br>그래서, 그래서…!"""
st_046090_0390#0,"""…미안, 코오리.<br>혼자 두게 해서 미안해."""
st_046090_0400#0,"""코오리는 아무 잘못 없어. 잘못한 건 나야.<br>계속 코오리한테 기대기만 한 내 잘못이야."""
st_046090_0410#0,"""더 제대로 여러 얘기를 했어야 했어.<br>혼자 끌어안지 말고 털어놨어야 했어."""
st_046090_0420#0,"""내 고민, 내 괴로움…<br>코오리의 고민, 코오리의 괴로움…"""
st_046090_0430#0,"""더 제대로 마주했어야 했어.<br>…이래선 친구 자격도 없지."""
st_046090_0440#0,"""그러니까 코오리만 괜찮다면…<br>다시 한번, 처음부터 시작하자?"""
st_046090_0450#0,"""처음 만났을 때<br>그때처럼…"""
st_046090_0460#0,"""…히츠기야!"""
