st_046010_0001#0,"""A.P.241/4/19/11:00"""
st_046010_0010#0,"""으으…<br>아직도 머리가 욱신거려요…"""
st_046010_0020#0,"""아직 쉬는 게 낫지 않아?"""
st_046010_0030#0,"""정말 괜찮은 거 맞아?"""
st_046010_0040#0,"""아뇨, 아뇨아뇨, 괜찮아요!<br>시에라는 이제 움직일 수 있어요~!"""
st_046010_0050#0,"""괜찮습니다, 걱정하지 마세요!<br>평소 안 하던 작업 탓에 열이 좀<br>올랐다고 생각하시면 됩니다."""
st_046010_0060#0,"""…게다가<br>자고 있을 수도 없는 상황이고요."""
st_046010_0070#0,"""우선… 다들, 미안해.<br>나 때문에 폐를 끼쳐서."""
st_046010_0080#0,"""아니, 히츠기 씨 잘못이 아니에요!<br>나쁜 건 파괴 활동을 한 사람이니까요!"""
st_046010_0090#0,"""일을 일으킨 건 나 때문이잖아.<br>그러니까 제대로 사과하게 해 줘.<br>…그리고 알 일도."""
st_046010_0100#0,"""알 군도 관련된 일이니 먼저<br>지난번 습격으로 인한 피해<br>상황을 보고드리겠습니다."""
st_046010_0110#0,"""아크스 쉽 관제를 일시적으로 빼앗겼지만<br>지금은 완전히 복구된 상태입니다."""
st_046010_0120#0,"""아크스 쉽도 지구권으로 돌아와 있습니다.<br>대책도 마쳤으니 다시 그런 일이 일어나진<br>않을 겁니다. 아뇨, 일어나게 두지 않겠습니다!"""
st_046010_0130#0,"""그리고 인적 피해에 대해서인데<br>…비교적 적습니다."""
st_046010_0140#0,"""리미터를 악용당해서 아크스의 대다수가<br>교전 불능 상태였기에 대피 유도를 맡았던 게<br>오히려 다행이었던 것 같네요."""
st_046010_0150#0,"""다만… 알 군은…"""
st_046010_0160#0,"""신경 쓰지 않아도 돼, 시에라.<br>나는 알이랑 이어져 있었으니까 알아.<br>…알은 마더에게 흡수됐다는 걸."""
st_046010_0170#0,"""그래, 알은 나와 함께 있어 줬어.<br>꺾일 것 같을 때 격려해 줬어.<br>…그 연결이 지금은 너무 약해."""
st_046010_0180#0,"""하지만 사라진 건 아냐.<br>…그러니까 되찾겠어.<br>알을, 마더에게서… 반드시!"""
st_046010_0190#0,"""그런데 마더는 알을 데려가서<br>뭘 할 셈이지?"""
st_046010_0200#0,"""그 설명을 위해서는 먼저 알 군이나 마더가<br>어떤 존재인지부터<br>시작해야겠네요."""
st_046010_0210#0,"""마더에 대해선 어스 가이드 기록에<br>이런 구절이 있습니다."""
st_046010_0220#0,"""…마더라 불리는 그 존재는<br>그야말로 신화에 가까울 만큼 먼 옛날, 어딘가에서<br>지구로 온 존재가 아닐까, 라고."""
st_046010_0230#0,"""아득히 머나먼 곳… 다른 세계에서<br>찾아온 존재가 우연히 이 시대에 눈을 떠<br>활동하고 있는 게 아닐까, 라고."""
st_046010_0240#0,"""…네, 근원을 따지고 보면<br>이쪽 문제였습니다."""
st_046010_0250#0,"""마더라고 불리던 그 존재는<br>「전지 존재」 시온의 복제체.<br>그 첫 번째 모델입니다."""
st_046010_0260#0,"""만들어는 냈지만 제어하지 못해<br>아공간 너머로 버릴 수밖에 없었다는<br>최초의 실패작."""
st_046010_0270#0,"""그 존재가 지구에 도착해 마더가 되었다."""
st_046010_0280#0,"""…그래요. 그러니 에테르와 포톤이<br>비슷한 건 당연한 일이었어요.<br>원래 그 둘은 같은 거니까요."""
st_046010_0290#0,"""아크스 여러분께서는<br>부디 신경 쓰지 마시길."""
st_046010_0300#0,"""마더가 어떤 경위로 태어났든<br>그 존재로 인해 지구 사람들과 문명이<br>새로운 진화에 이른 것도 또한 사실."""
st_046010_0310#0,"""…그렇다면 이번 일련의 사건은<br>지구 사람들이 넘어서야 할 일.<br>진화와 발전을 위해 넘어야 할 벽입니다."""
st_046010_0320#0,"""지금은 그것보다도 알이라 불리는<br>아이를 걱정해야겠죠."""
st_046010_0330#0,"""…그, 알 군에 대해<br>여러분께 보고드릴 게 있습니다."""
st_046010_0340#0,"""지난번 히츠기 씨를 구조했을 때와<br>마더에게 흡수될 당시의 분석으로<br>모든 게 밝혀졌습니다."""
st_046010_0350#0,"""밝혀졌다니, 뭐가?"""
st_046010_0360#0,"""알 군이 어떤 존재인지… 말이죠."""
st_046010_0370#0,"""알 군의 정체는…<br><%me> 씨의 복귀에 맞춰<br>다시 형태를 갖추려 하던 어둠의 결정."""
st_046010_0380#0,"""즉, 알 군은…"""
st_046010_0385#0,"""다크 펄스입니다."""
st_046010_0390#0,"""다크 펄스라니… 그…<br>아크스의 절대적인 적이라던?"""
st_046010_0400#0,"""네. 【심원의 어둠】의 조각이자<br>아크스의 적, 다커를 다스리는 존재.<br>…그게 다크 펄스입니다."""
st_046010_0410#0,"""다크 펄스는 간단히 말하자면<br>초강력한 다커입니다. 무언가를 그릇으로 삼아<br>이 세계에 나타나려 합니다."""
st_046010_0420#0,"""그릇… 그렇다면 그때 나한테<br>들러붙었던 게…"""
st_046010_0430#0,"""네. 히츠기 씨를 그릇으로 삼아 태어나려 했던<br>새로운 다크 펄스.<br>그게 알 군입니다."""
st_046010_0440#0,"""그릇이 에테르로 이루어진 아바타체였다는 점…<br>히츠기 씨가 억지로 로그아웃한 점…<br><%me> 씨의 힘의 영향…"""
st_046010_0450#0,"""다양한 요인이 기적적으로 겹쳐<br>알 군은 다크 펄스가 아니라<br>알 군으로 형태를 갖추었습니다."""
st_046010_0460#0,"""마더는 알 군과 대치했을 때<br>이렇게 말했습니다.<br>「에테르와 포톤의 융합체」라고."""
st_046010_0470#0,"""알 군은 <%me> 씨의<br>포톤과 히츠기 씨의 에테르로 태어난<br>기적적인 균형의 존재라고 할 수 있습니다."""
st_046010_0480#0,"""기적이라 쳐도 너무 기적이잖아.<br>그런 일이 있을 수 있냐, 정말로?"""
st_046010_0490#0,"""…알이 말했어.<br>어둠 속에서 자기를 이끌어 준 건<br>나와 <%me> 둘이었다고."""
st_046010_0500#0,"""그 어둠이 다크 펄스의 힘을 말한다면<br>…아마 그런 거라고 생각해."""
st_046010_0510#0,"""…말도 안 되는 하이브리드구만, 어이."""
st_046010_0520#0,"""다커의 힘을 먹어치우고 억누르는<br><%me> 씨의 포톤이<br>있었기에 가능한 하이브리드라고 생각합니다."""
