st_047010_0001#0,"""A.D.2028/4/22/10:00"""
st_047010_0010#0,"""마더여, 어디 있는가?<br>…음!?"""
st_047010_0020#0,"""…이곳까지 들끓기 시작했는가."""
st_047010_0030#0,"""아니, 이 녀석들이 환창종이기에<br>이곳에서 들끓는다고 해야겠구먼."""
st_047010_0040#0,"""무엇보다 이곳은… 마더의 곁.<br>에테르의 근원이라고도 할 수 있는 곳이니 말일세!"""
st_047010_0050#0,"""쳇, 수가 많구먼…!<br>자네들을 상대할 때가 아닌데!"""
st_047010_0060#0,"""마더… 방금 그건, 대체?"""
st_047010_0070#0,"""녹아들지 않고 내 손을 벗어난다면 흡수할 뿐.<br>이 몸에 모두 흡수해 이 몸으로 부린다.<br>그럴 수밖에 없지 않나?"""
st_047010_0080#0,"""그만한 것들을, 말인가?<br>그대의 몸이 버틸 수 있는가?"""
st_047010_0090#0,"""…괜한 걱정이다.<br>그보다 아라토론, 내게 용건이 있던 것 아니었나?"""
st_047010_0100#0,"""아아, 보고일세.<br>그대에겐 별로 좋지 않은 보고겠지만."""
st_047010_0110#0,"""와시노미야 코오리는 제정신으로 돌아간 듯하네.<br>그리고 이쪽을 떠나갔지."""
st_047010_0120#0,"""오피엘 녀석도 아직 돌아오지 않고 있네.<br>이쪽을 버리기로 판단한 건지, 혹은…"""
st_047010_0130#0,"""…결국 남은 것은<br>나와 그대뿐이라는 말일세."""
st_047010_0140#0,"""…그런가."""
st_047010_0150#0,"""아라토론. 그대도 떠나는 것이 좋다.<br>이제 내 곁에 머물 이유도 없겠지?"""
st_047010_0160#0,"""호호. 안심하게, 마더.<br>나는 그대와 함께일세. 그대를 혼자 두지는 않겠다.<br>그렇게 약속했지 않는가."""
st_047010_0170#0,"""이렇게 둘이 있으니 떠올리게 되는구먼.<br>우리가 처음 만났을 무렵을.<br>달을 조사하러 왔을 무렵의 일을."""
st_047010_0180#0,"""그때 새로운 가능성을 보여 준 그대를<br>나는 따라가기로 정했다. 지금도 마찬가지.<br>늙은 몸이라, 정한 일은 좀처럼 바뀌지 않지."""
st_047010_0190#0,"""메말라 있던 이 늙은 몸에<br>눈부신 가능성을 보여 준 것은 그대일세.<br>그건 무슨 일이 있어도 변하지 않네, 마더."""
st_047010_0200#0,"""내가 하는 일이, 흔히 말하는<br>「좋지 않은 일」이라 해도 말인가?"""
st_047010_0210#0,"""호호. 그대를 깨운 건 나일세.<br>12년 전, 달의 개발에 관여했을 때<br>이 땅에 잠들어 있던 그대를 말이지."""
st_047010_0215#0,"""그렇기에 나는 그대가 이루려고 하는 것을<br>어떠한 일이든 지켜볼 의무가 있네."""
st_047010_0220#0,"""…그게 책임이라는 것이지.<br>그대가 이루려는 일이<br>선하든 악하든, 그런 것일세."""
st_047010_0230#0,"""뭐, 어느 쪽이 옳은지는<br>훗날 역사가 말해 주겠지."""
st_047010_0240#0,"""우리는 저마다의 소망대로 움직일 뿐.<br>내 소망은 그대의 앞날을 지켜보는 것.<br>그뿐인 이야기라네."""
st_047010_0250#0,"""그 마음이 이끄는 대로, 그 충동이 향하는 대로…<br>해야 할 일을 하게, 마더여.<br>나는 그걸 위해 이 힘을 쓰도록 하지."""
st_047010_0260#0,"""…여전히 별나군."""
st_047010_0270#0,"""호호.<br>내게 있어서 그건 칭찬이라네."""
st_047010_0280#0,"""…사태는 최종 국면.<br>이제부터는 한 수라도 잘못 둘 수 없다."""
st_047010_0290#0,"""인류의 진화와 발전…<br>그리고 새로운 창조를 위해서…<br>…나도 움직여야겠네."""
