name01#0,"""???"""
name02#0,"""???"""
st_020070_0001#0,"""A.P.238/5/10/19:00"""
st_020070_0010#0,"""Ha pasado mucho tiempo desde que he emparejado con alguien como usted. Realmente es divertido."""
st_020070_0020#0,"""Antes de que estuviera siempre con un mayor que siempre sólo me dijo qué hacer."""
st_020070_0030#0,"""Pero ahora se dan cuenta de que puedo salir y hacer las cosas por mí mismo, para que ya no me molesten."""
st_020070_0040#0,"""Eso es sólo una excusa. Estoy mucho mejor que ellos que los dejo atrás. Ellos realmente no saben su lugar."""
st_020070_0050#0,"""Destruir a cada último de los Darker es lo que hacemos como ARKS, ¿verdad? Esto es lo que me enseñaste."""
st_020070_0060#0,"""¿Está preocupado por mí?"""
st_020070_0070#0,"""No hay necesidad de eso. Mataré a cada uno de ellos, eso es todo. No moriré hasta que haya terminado."""
st_020070_0080#0,"""Bien, si los Darkers nunca hubieran atacado directamente a la nave ARKS..."""
st_020070_0090#0,"""Si no hubieran aparecido donde estaba, en la última línea de defensa, entonces..."""
st_020070_0100#0,"""No, eso no es."""
st_020070_0110#0,"""Antes de ese tiempo, ¡necesitaba matar a cada uno de ellos!"""
st_020070_0120#0,"""¡Sólo entonces ella estaria!"""
st_020070_0130#0,"""...¿Que estas esperando? Todavía siento más de ellos. Tenemos que darnos prisa y matar más."""
