name01#0,"""???"""
name02#0,"""???"""
ra_025160_0001#0,"""A.P.228/8/4"""
ra_025160_0010#0,"""¿No es hermoso?"""
ra_025160_0020#0,"""Un inmenso paisaje de nieve contra el cielo despejado. Hace que este frío amargo se sienta cómodo."""
ra_025160_0030#0,"""...Ah. Su cara dice que estoy actuando extraño. ¿Qué hay de malo en admirar cosas bonitas?"""
ra_025160_0040#0,"""Yo soy una chica, ¿sabes? Hermosos paisajes tocan mi corazón, también!... bueno, tal vez no con frecuencia."""
ra_025160_0050#0,"""¿Cómo reaccionan las chicas normales?"""
ra_025160_0060#0,"""1. Con un poco más de gracia."""
ra_025160_0070#0,"""2. No es muy diferente."""
ra_025160_0080#0,"""Gracia, eh ... Si me comporto más modesta, será que me hace parecer más normal?"""
ra_025160_0090#0,"""Sólo estás siendo amable conmigo. Puedes ser honesto."""
ra_025160_0100#0,"""Sé muy bien que no soy normal, y nunca me he resentido de ese hecho."""
ra_025160_0110#0,"""Oye, tal vez si actúo lo contrario ... Quiero decir, más modestamente, ¿me haría parecer más normal?"""
ra_025160_0120#0,"""Ahem. ...Saludos, <%me>. ¿Cómo estás? Lo estoy haciendo bien. Espero con interés la conversación de hoy."""
ra_025160_0130#0,"""...¿Por qué estás tan sorprendido? Fallé, eh. ¡Pero puedo actuar más elegante si lo intento!"""
ra_025160_0140#0,"""De todos modos, voy a parar. Si empiezo a actuar de manera cálida y borrosa, siento que perderé la voluntad de pelear."""
ra_025160_0150#0,"""Ese tipo de comportamiento me conviene mejor una vez que hayamos restaurado la paz a través de la galaxia."""
ra_025160_0160#0,"""Hasta entonces, el acto de "chica normal" tendrá que esperar. ¡Lo guardaré para más tarde!"""
