name01#0,"""？？？"""
name02#0,"""？？？"""
st_020760_0001#0,"""A.P.238/7/7/14:00"""
st_020760_0010#0,"""...Este es un lugar sagrado. ¿Cómo llegaste?"""
st_020760_0020#0,"""¿Es eso... Clarissa? No es la farsa que hice. Es la real... todavía existe."""
st_020760_0030#0,"""Quien la empuña... Ya veo, ya veo. Así es como es."""
st_020760_0040#0,"""Xion, Usted tiene sus propios métodos de funcionamiento, veo. Todo fue inútil, pero bien hecho."""
st_020760_0050#0,"""Dejar ir a Xion!"""
st_020760_0060#0,"""Déjala ir...? Fufufu, oye oye ¿qué estás diciendo?"""
st_020760_0070#0,"""No la dejaré ir por segunda vez. No tengo intención de dejarla ir."""
st_020760_0080#0,"""Sabes, finalmente la entiendo. Xion y yo seremos perfectos juntos... a partir de ahora, lo sabré todo!"""
st_020760_0090#0,"""Tú... ¿qué estás diciendo?"""
st_020760_0100#0,"""¿No entienden? La mujer delante de tus ojos, lo que es."""
st_020760_0110#0,"""El significado del nacimiento de un océano calculador. Es decir, retener la memoria del universo, todo-calculador..."""
st_020760_0120#0,"""Sí, ella es el registro Akashic!"""
st_020760_0130#0,"""Los Photoners... ¡no, mi búsqueda de la lógica del universo!"""
st_020760_0140#0,"""Cómo los Photoners fueron abrumados es una cosa del pasado. No... Se volvieron locos. ¿Es así como debería ponerlo?"""
st_020760_0150#0,"""Es por eso que los Photoners que guardé dejaron en sus formularios. Renunciaron a su individualidad."""
st_020760_0160#0,"""Temiendo la locura, se echaron a la basura. Sin valor... sin valor."""
st_020760_0170#0,"""Lo que hay dentro de ella es sólo una existencia a la deriva y sin rumbo, ¿qué sentido tiene? ¿Qué valor hay?"""
st_020760_0180#0,"""Los ARKS, los Darkers, cada estudio y experimento, ¡fue todo para dar la bienvenida a este momento!"""
st_020760_0190#0,"""Sacrificando el primer cuerpo de Claris Claes, la empresa de la mejora y producción en masa de los ARKS, ¡era todo para ganar tiempo para esto!"""
st_020760_0200#0,"""Todo fue por este momento, estar con ella, llegar a ser uno con ella... y finalmente, ¡llegó!"""
st_020760_0210#0,"""¡Me convertiré en uno con ella! ¡Convertirse en una existencia que entiende toda la creación en el universo!"""
st_020760_0220#0,"""Eso... no lo permitiré...!"""
st_020760_0230#0,"""ARKS los gustos son bastante altivos. Por ahora, arrodillense."""
st_020760_0240#0,"""M... mi cuerpo... es como si me estuvieran tirando al suelo...!"""
st_020760_0250#0,"""Oh, ¿Regius no te lo dijo? Tengo todos los controles a esta nave. La manipulación de la gravedad es fácil."""
