name01#0,"""???"""
name02#0,"""???"""
ra_020040_0001#0,"""A.P.238/6/12"""
ra_020040_0010#0,"""I'm surprised that you haven't given up, Xion. It's not like you to waste your energy on futile endeavors."""
ra_020040_0020#0,"""I have Oracle, and all of ARKS, within my grasp. Even you cannot escape me..."""
ra_020040_0030#0,"""Nothing in this world is futile. You were the one who taught me that."""
ra_020040_0040#0,"""Well, I suppose I don't mind. A few irregularities here and there will certainly make things more interesting."""
ra_020040_0050#0,"""I intend to savour the process of crushing them. Time is a privilege granted to the immortal, after all."""
ra_020040_0060#0,"""It seems you're picking up quite a reputation. Your name has been turning up all over my reports."""
ra_020040_0070#0,"""You may do as you please, as long as you don't get in my way. Watching you struggle helps to break up the ennui."""
ra_020040_0080#0,"""When one has lived for almost an eternity, one sometimes requires a little stimulation. I'm sure you two would agree?"""
ra_020040_0090#0,"""Luther is no longer human. However, you should not forget that he was once a man like any other."""
ra_020040_0100#0,"""...He gets carried away. When he was human, he feared boredom above all else."""
ra_020040_0110#0,"""It was both his greatest strength and his greatest weakness. It would be wise to take advantage of that."""
ra_020040_0120#0,"""That is what I would do, and we have concluded the same. That conclusion should not be in error."""
ra_020040_0130#0,"""You should continue as you believe you must. The path is born in front of you. This is what everyone wishes."""
text01#0,"""<br>Received Matter Board [Hope Glimmering Amidst Despair]<br>"""
