un_025100_0001#0,"""A.P.228/7/19"""
un_025100_0010#0,"""Hey, Maestro!"""
un_025100_0020#0,"""Huff, huff... Finalmente le encontré."""
un_025100_0030#0,"""¿Recuerdas la última vez? Quiero saber la preparación mental que se va convirtiendo en verdadera fuerza!"""
un_025100_0040#0,"""Como, ¿qué aprendiste de la maestra antes de ti? Tengo tantas preguntas, la lista es interminable!"""
un_025100_0050#0,"""Es el deber de la generación anterior dirigir a los nuevos, ¿eh? Así que eso es lo que te enseñaron."""
un_025100_0060#0,"""Así que la maestra del maestro acuñó la frase... uh, eso es realmente difícil de decir! ¡Te daré el crédito en su lugar!"""
un_025100_0070#0,"""Hombre, seguro que sabes mucho. Supongo que va a mostrar el valor de la experiencia."""
un_025100_0080#0,"""Todos los demás hablan de estos días es la forma de combatir Darkers, ya que han llegado tan agresiva últimamente."""
un_025100_0090#0,"""No están pensando en nosotros novatos, mucho menos en la gente. Ni siquiera cruzan sus mentes"""
un_025100_0100#0,"""Es como si sus manos estuvieran tan llenas de problemas personales, que ni siquiera pueden echar un vistazo."""
un_025100_0110#0,"""...¡Oh diablos! ¡La Corte está en sesión y estoy aquí! Tengo que correr!"""
