name01#0,"""???"""
name02#0,"""???"""
st_020110_0001#0,"""A.P.238/5/25/11:30"""
st_020110_0010#0,"""Te estaba esperando, gracias por venir."""
st_020110_0020#0,"""Nuestra misión esta vez es una solicitud de Rela que nos pidió su cooperacion."""
st_020110_0030#0,""" Ella quiere que encontremos a Kamitsu de Ro, el clan de dragones mas antiguo al que ella sirve."""
st_020110_0040#0,"""Parece que normalmente en este planeta, debe ser capaz de sentir su presencia, pero no ha sido capaz de sentirla ultimamente."""
st_020110_0050#0,"""Al ser incapaz de localizarla, e incapaz de comunicarse, las cosas no han estado muy tranquilas últimamente."""
st_020110_0060#0,"""Ella está definitivamente en algún lugar del santuario del Dragón, pero no están seguros exactamente donde."""
st_020110_0070#0,"""Parece que últimamente, también ha habido alguna actividad Darker."""
st_020110_0080#0,"""Aunque es poco probable que suceda algo, quiero ayudar a poner la mente de Rela a gusto."""
st_020110_0090#0,"""Sin embargo, un número de Darkers aparecen en un momento como este... Me gustaria saber si hay algo detras de todo esto."""
st_020110_0100#0,"""Me pregunto si hay algo dentro del Altar del Dragon que están buscando?"""
st_020110_0110#0,"""No quiero causar más problemas al clan de los Dragónes. No quiero que algo así vuelva a suceder."""
st_020110_0120#0,"""Lo siento, eso puede esperar. Debemos centrarnos en encontrar a Kamitsu del clan Ro."""
skit01#0,"""Reparando el pasado"""
skit02#0,"""Capítulo 2 Cargando un error"""
