un_025090_0001#0,"""A.P.228/7/11"""
un_025090_0010#0,"""...Tener que asumir muchas a la vez... va a ser un poco áspera"""
un_025090_0020#0,"""Resultó ser un entrenamiento del infierno."""
un_025090_0030#0,"""Eh!? ¡Tú eres la persona de antes!"""
un_025090_0040#0,"""¡Gracias hombre! Seguían viniendo más y mas, por lo que estaba empezando a enloqueser!"""
un_025090_0050#0,"""Oh ¡Claro! Todavía no me he presentado."""
un_025090_0055#0,"""¡Soy Zeno! ¿Usted es?"""
un_025090_0060#0,"""¡Cuidado! No podemos divulgar información del futuro. Evite la pregunta!"""
un_025090_0070#0,"""1. Está clasificado. Estoy en una misión."""
un_025090_0080#0,"""2. Llámame como quieras."""
un_025090_0090#0,"""...Una misión clasificada, ¿eh? Lo entiendo, no puedes decirlo."""
un_025090_0100#0,"""Pero tengo que llamarlo de alguna manera! ¿Te importa si decido como?"""
un_025090_0110#0,"""¿No puedes decir tu nombre? ¿Qué, en una misión secreta? hmm ¿Cómo puedo llamarte?"""
un_025090_0120#0,"""\""One Punch Man\"" es demasiado largo. ¿Profesor? Nah, no exactamente. Oh, está en la punta de mi lengua..."""
un_025090_0130#0,"""¡Entiendo! ¡Maestro! Eres más fuerte que cualquiera que conozco, así que \""Maestro\""!"""
un_025090_0140#0,"""Gracias por salvarme, Maestro!"""
un_025090_0150#0,"""Heh, Llamándote de esa manera me hace sentir menos nervioso!"""
un_025090_0160#0,"""¡Maestro, tengo algunas preguntas para ti!"""
un_025090_0170#0,"""...¡no otra vez! ¡Echo! ... si la ignoro, nunca me dejara tranquilo. ¡Maldición!"""
un_025090_0180#0,"""La próxima vez que nos encontremos, enséñame algunos trucos sobre cómo ser más fuerte como tú, ¿de acuerdo?"""
un_025090_0201#0,"""???"""
