un_025140_0001#0,"""A.P.228/8/7"""
un_025140_0010#0,"""Maestro! ¡Mucho tiempo sin verte! ¡He estado esperando para verte!"""
un_025140_0020#0,"""Escuchar sus historias y viendo que en la acción supera esas lecciones en el aula!"""
un_025140_0030#0,"""Así que tienes que enseñarme algo nuevo, ya sabes? Um ... maestro?"""
un_025140_0040#0,"""Miras hacia abajo. ¿Algo ahi?"""
un_025140_0050#0,"""...¿Está usted quizá a dejado un lugar lejano?"""
un_025140_0060#0,"""Eh? Hombre... y no te conozco desde hace tanto tiempo."""
un_025140_0070#0,"""...¡Lo sé! Voy a dejar la escuela e ir con usted! Sólo quiero aprender lo que tienes que enseñar!"""
un_025140_0080#0,"""1. Persuadir suavemente"""
un_025140_0090#0,"""2. Negarse"""
un_025140_0100#0,"""No puedo ir porque no soy un ARKS todavía?... ¿Así que podría ir contigo si me vuelvo uno?"""
un_025140_0110#0,"""Vas a decir que no, ¿no? Lo sabía antes de preguntar, con solo mirar su cara."""
un_025140_0120#0,"""Estoy descalificado ¡Caray, no demuestras piedad! Sí, yo lo entiendo."""
un_025140_0130#0,"""Pero dime algo ... aunque estuviera calificado, no me llevarias, ¿verdad?"""
un_025140_0140#0,"""Si sólo dices que sí, te juro que me pondré más fuerte para poder ayudarte, maestro."""
un_025140_0150#0,"""...¡Solo espera! ¡Te llamaré Maestro! ¡Estar preparado!"""
