un_025130_0001#0,"""A.P.228/7/28"""
un_025130_0010#0,"""Yo, teacher! I finally caught up!"""
un_025130_0020#0,"""You in the middle of helping someone out again? Man, busy as always!"""
un_025130_0030#0,"""Hmm, since you're always lending a hand, is that the reason you became so strong? Maybe I should follow your example!"""
un_025130_0060#0,"""I found you, mischievous child!"""
un_025130_0070#0,"""Geh!! Grandpa Regius!"""
un_025130_0080#0,"""Quite the troublemaker you are, running off to these training grounds unattended. The formal complaints have been making it all the way up to me."""
un_025130_0090#0,"""Lay off me! I learn better at my own pace! My grades show it!"""
un_025130_0100#0,"""Perhaps, but your fighting style will eventually fail to protect what is important to you. Is that what you want?"""
un_025130_0110#0,"""N-no... sir."""
un_025130_0120#0,"""In any case, rules are rules. No exceptions, no matter how exceptional you may be."""
un_025130_0130#0,"""Let's go. Be prepared for a stern lecture."""
un_025130_0140#0,"""Ugh..."""
un_025130_0150#0,"""I apologize for the scene. Leave this boy to me and return to your mission."""
un_025130_0201#0,"""???"""
