name01#0,"""???"""
name02#0,"""???"""
ra_025020_0001#0,"""A.P.238/7/10"""
ra_025020_0010#0,"""I was waiting for you, <%me>."""
ra_025020_0020#0,"""Hah! How was that? I sounded just like Xion, right?"""
ra_025020_0030#0,"""Well, I am an exact duplicate of her, so it's only natural that I sound just like her."""
ra_025020_0040#0,"""Anyway, forget about all that formal stuff. I'll be relying on you a lot in the future, so I'd prefer it if we were on a more casual footing."""
ra_025020_0050#0,"""Oh, right, the thing. The reason I called you here, the thing I could only tell you in person."""
ra_025020_0060#0,"""It's about that girl... Matoi."""
ra_025020_0070#0,"""To be honest, I have no clue who or what she is. There's no data about her anywhere."""
ra_025020_0080#0,"""She has that much power... and yet there aren't any records of her existence. It's very strange."""
ra_025020_0090#0,"""She's not in the ARKS database or in Xion's records. It's like she just doesn't exist. Almost as if she was intentionally kept hidden."""
ra_025020_0100#0,"""At first, I thought it must have been Luther who erased her, but...<br>Even he didn't know about her."""
ra_025020_0110#0,"""Which leaves only one person who'd be capable of this..."""
ra_025020_0120#0,"""That's right. Xion. Xion erased all data relating to Matoi."""
ra_025020_0130#0,"""And that's not all that's missing. All data from about ten years ago, absolutely everything, has been wiped out."""
ra_025020_0135#0,"""Not just the data on our systems, either. Even people's memories have been affected."""
ra_025020_0140#0,"""There's nothing to salvage, nothing to follow up on, nothing to investigate. A total blank."""
ra_025020_0150#0,"""Ten years ago... Something big must have happened back then, to have been wiped from everyone's memories. But we can't trace deleted records..."""
ra_025020_0160#0,"""In that case, our only option is to go there and investigate in person."""
ra_025020_0170#0,"""<%me>, you should be able to do that."""
ra_025020_0180#0,"""I'm not just saying all this out of curiosity, either."""
ra_025020_0190#0,"""Xion is gone, and Luther has been destroyed. From now on, ARKS is going to have to make some big changes."""
ra_025020_0200#0,"""In other words, I'll have to take on all the control Luther had, while also performing all the calculations Xion did."""
ra_025020_0210#0,"""If I'm going to be responsible for the new ARKS, I'll need to learn as much as I can."""
ra_025020_0220#0,"""No matter how bad it turns out to be."""
ra_025020_0230#0,"""That said, it's true that I'm curious. I want to know about everything that happened before I was born, and I want to learn more about myself."""
ra_025020_0240#0,"""So, I'll leave it up to you to decide what we do from now on. I think it's better if someone who doesn't know everything leads the way."""
ra_025020_0250#0,"""Still, if there's anything I can help you with, feel free to ask me any time. You can always find me here."""
