un_013000_0001#0,"""A.P.238/4/4"""
un_013000_0010#0,"""핫핫하! 들리는가?<br>들리겠지!<br>나의 고고한 외침이!"""
un_013000_0020#0,"""말하지 않아도 알 수 있는 육망균형<br>나 휴이, 출동!"""
un_013000_0030#0,"""어이 거기 있는 아크스들!<br>모니터에서 눈을 돌리지 마!"""
un_013000_0040#0,"""내가 암만 괴짜라고 해도<br>모니터 잭을 하는 일은 없다고!<br>육망균형의 중요한 소식이라고!"""
un_013000_0050#0,"""다들! 얼마 전<br>다크 펄스와의 결전에서는<br>잘 해주었어!"""
un_013000_0060#0,"""너희들 덕에 어떻게든<br>녀석을 격퇴할 수 있었어!<br>우리의 승리야, 승리!"""
un_013000_0070#0,"""그래서, 이번 승리를 기념하여<br>우리들이 주도하는 이벤트를<br>개최하려고 해!"""
un_013000_0080#0,"""그 이름은 바로…!<br>아크스 대전기제!"""
un_013000_0090#0,"""주최는 바로 나! 레기아스의 허가도<br>제대로 받았으니 걱정하지 말도록!"""
un_013000_0100#0,"""평소 단련의 성과를 보여줄 수 있는<br>큰 것을 생각하고 있으니까<br>기대하면서 기다리도록 해!"""
un_013000_0110#0,"""그럼, 잘 있어라!"""
