un_013210_0001#0,"""A.P.238/4/8"""
un_013210_0010#0,"""어라, 너구나.<br>이봐, 레라. 여기 인사해."""
un_013210_0020#0,"""〔<%me>여〕<br>〔안녕하세요〕<br>〔이걸로〕〔괜찮은가?〕"""
un_013210_0030#0,"""조금 어색하지만…<br>뭐, 그런 느낌이지."""
un_013210_0040#0,"""인사는 경계심을 풀어줘<br>기억해두면 좋을 거야."""
un_013210_0050#0,"""그러고보니 너는 항간에 들리는<br>전투기술 대회에 참가신청 했어?"""
un_013210_0060#0,"""뭐, 곧 개최한다는<br>정보를 들었거든."""
un_013210_0070#0,"""무엇보다, 팀을 이뤄야만<br>참가가 가능한 모양이던데.<br>상대는 정했어?"""
un_013210_0080#0,"""대회 자체는 별 관심 없지만<br>네 활약에는 관심이 있어."""
un_013210_0090#0,"""〔아키〕〔전투 기술 대회는〕〔뭐야?〕"""
un_013210_0100#0,"""그래… 쉽게 설명하자면<br>아크스끼리 힘을 겨루는 것, 이로군."""
un_013210_0110#0,"""〔힘 겨루기!〕<br>〔그건〕〔재미있는 거야〕"""
un_013210_0120#0,"""〔<%me>〕<br>〔출전할거야?〕<br>〔아키는〕〔어떻게 할거야?〕"""
un_013210_0130#0,"""유감스럽지만, 나는 관심 없어."""
un_013210_0140#0,"""〔그럼〕〔내가 나가고 싶어!〕<br>〔힘 겨루기는〕〔자신있어!〕"""
un_013210_0150#0,"""…레라.<br>너, 정말로 무녀인 거지?"""
