name01#0,"""？？？"""
name02#0,"""？？？"""
st_010620_0010#0,"""Ох! Драгонкин."""
st_010620_0015#0,"""Похоже, он тебя ждал, <%me>."""
st_010620_0020#0,"""〔Ты пришел〕〔<%me>〕"""
st_010620_0030#0,"""Так вот о ком говорили<br>остальные драгонкины?"""
st_010620_0040#0,"""〔Не я〕〔Один здесь〕<br>〔Передать послание〕"""
st_010620_0050#0,"""〔Несмотря на〕〔Весьма впечатлен〕<br>〔Исследователь〕<br>〔Общаться с кланом Ко〕〔Смог〕"""
st_010620_0060#0,"""〔Нет〕〔Не только это〕<br>〔Общение здесь〕<br>〔Новые возможности〕"""
st_010620_0070#0,"""〔<%me>〕<br>〔Ради этого шанса〕〔Спасибо〕<br>〔Терриото〕〔Спасибо〕"""
st_010620_0080#0,"""〔Прошлое〕〔Беседа〕<br>〔Если вы понимаете〕<br>〔Наши слова〕〔Наше значение〕<br>〔Тогда идите〕"""
st_010620_0090#0,"""〔Идти вперед〕〔Должны продолжить〕<br>〔ARKS〕〔Кое-кто ждет〕"""
st_010620_0100#0,"""Он определенно знает,<br>как заинтересовать.<br>Поглядим, что же там, впереди."""
st_010620_0110#0,"""Мы должны быть осторожны.<br>Это может оказаться ловушкой."""
st_010620_0120#0,"""Знаешь, ты можешь вернуться<br>в любой момент.<br>Ты же до смерти боишься высоты...<br>Даже не верится, что ты в ARKS."""
st_010620_0130#0,"""З-заткнись!"""
st_010620_0140#0,"""A.P.238/3/25/10:30"""
