st_048090_0001#0,"""A.D.2028/4/25/12:00"""
st_048090_0010#0,"""So, you're here..."""
st_048090_0020#0,"""Ophiel Herbert!"""
st_048090_0030#0,"""Sir Ardem is up ahead. I've been ordered not to let anyone through. That's it, any questions?"""
st_048090_0040#0,"""You betrayed Mother and served Ardem... Just what are you trying to accomplish?"""
st_048090_0050#0,"""Betrayed is such a rude term. I never betrayed Mother, and I'm not serving Sir Ardem either."""
st_048090_0060#0,"""Supporting those who would guide this stagnant Earth to the next evolution... That's my only goal."""
st_048090_0070#0,"""I felt that guidance of evolution through Mother, but now I feel it within Sir Ardem. That's all there is to it."""
st_048090_0080#0,"""And if you were to show me an even greater evolutionary possibility, I would join forces with you."""
st_048090_0090#0,"""You've been spouting \""evolution this\"" and \""evolution that\"" like it's some religion."""
st_048090_0100#0,"""Hmph, then let's say it's for the future of Earth. Even so, it seems as if you have no desire to understand, correct?"""
st_048090_0110#0,"""Everyone is like that. Each and every person. Ignoring the current situation, never looking towards the future."""
st_048090_0120#0,"""The daily repetitive corrupt power struggles, never bothering to think back on those who were sacrificed for it."""
st_048090_0130#0,"""Even with these hands, this technology, even if you save one life, tens of thousands vanish in the same instant."""
st_048090_0140#0,"""People keep repeating the same mistakes over and over. It is a disease that cannot be healed, rotting away at the world."""
st_048090_0150#0,"""There are no more treatments. It's too late. Therefore, there's no choice but to remove the affected areas."""
st_048090_0160#0,"""Heh, hey old man. Aren't you a little old to be pushing your despair onto others?"""
st_048090_0170#0,"""Excessively smart people like you always spinning their wheels, reaching some extreme argument, making things difficult to understand. Right, Hitsugi?"""
st_048090_0180#0,"""Why would you direct that comment towards me?"""
st_048090_0190#0,"""You don't have any excuse, this is no different than a child's temper tantrum. \""Nothing is going my way so I'll pretend it never happened\""."""
st_048090_0200#0,"""Stop with the repetitive talk and step aside. We need to do defeat an even bigger child with a god complex."""
st_048090_0210#0,"""I expected as much from the microcosm of the world. People constantly repeat these conflicts. You and I will too, so long as we remain people..."""
st_048090_0220#0,"""Field expansion! Ophiel's... ability."""
st_048090_0230#0,"""Indeed. You've experienced this before, Kohri Washinomiya. This field is connected with my will."""
st_048090_0240#0,"""Ophiel Herbert. Mother Cluster, Apostle of Water. And... head of the North American branch of Earth Guide."""
st_048090_0250#0,"""In order to see the future of evolution... Let's start the procedure."""
