st_046070_0001#0,"""A.D.2028/4/21/18:00"""
st_046070_0010#0,"""Wait... this is my school... Why did I come here...?"""
st_046070_0020#0,"""...No, it's not strange. I'm a high schooler, after all. I'm a student here, after all. It's normal for me to be here."""
st_046070_0030#0,"""But why...  Why does it feel so nostalgic... and why do I feel so lonely?"""
st_046070_0040#0,"""...Say, Hitsugi. You think so too, right?"""
st_046070_0050#0,"""...Huh? Hitsugi?"""
st_046070_0060#0,"""...Oh, that's right. Mother asked me to come here."""
st_046070_0070#0,"""Oh, yes, that's right. I was told Hitsugi would come down if I went on a rampage here..."""
st_046070_0080#0,"""This school is me and Hitsugi's daily life. This is where we'll return to... I'm sure she will come to protect it..."""
st_046070_0090#0,"""So I'll... destroy it...?"""
st_046070_0100#0,"""I'm going to destroy it? ...Why... am I destroying me and Hitsugi's... daily... life? ...Why?"""
st_046070_0110#0,"""To bring back Hitsugi? To save Hitsugi? But to do that... I'm going to destroy the place we'll return to?"""
st_046070_0120#0,"""...Why? Why, why, why, why?! You can't do that, Korhi! What am I saying?!"""
st_046070_0130#0,"""This is... me and Hitsugi's place of memories, you know?!"""
st_046070_0140#0,"""Studying together, exercising together, laughing together, getting angry together, crying together... This is where we were together all the time, isn't it?"""
st_046070_0145#0,"""Ah!"""
st_046070_0150#0,"""Hah, hah, hah, hah...<br>...You can't! No matter what, you can't!"""
st_046070_0160#0,"""This place... This school is... It's the place where Hitsugi and I belong! ...I won't let you destroy it, no matter what!"""
st_046070_0170#0,"""Wha-!"""
st_046070_0180#0,"""Hitsugi!"""
st_046070_0190#0,"""We'll talk after, Kohri. Let's take care of them first and protect our school! Got it?!"""
st_046070_0200#0,"""...Yes! Yes, yes!"""
skit01#0,"""My Best Friend"""
skit02#0,"""想いのかたち"""
