st_043050_0001#0,"""A.D.2028/4/2/17:00"""
st_043050_0020#0,"""It doesn't look like a search was conducted here... I hope that my situation hasn't spread throughout the school."""
st_043050_0030#0,"""Wait, what am I saying? That's something that I need to deal with later. For now, I need to see my big bro."""
st_043050_0040#0,"""Who's running in the hallway?"""
st_043050_0050#0,"""Oh my, if it isn't Miss Yasaka?"""
st_043050_0060#0,"""Wha- Dorm Leader!"""
st_043050_0070#0,"""Your words are quite inappropriate Miss Yasaka. I heard that you've been away for Student Council duties, but... What are you doing here?"""
st_043050_0080#0,"""Eh- Student Council duties? Who told you that?"""
st_043050_0090#0,"""Miss Washinomiya did. She's not with you at the moment?"""
st_043050_0100#0,"""Kohri did...?"""
st_043050_0110#0,"""This is problematic. Your older brother just came here but, I told him that you were away."""
st_043050_0120#0,"""My brother came here?"""
st_043050_0130#0,"""Yes, he came by earlier. He asked for your current whereabouts and I responded with that but..."""
st_043050_0140#0,"""Ah, that's alright. Fortunately, I some have business with my big bro, I'll go meet him instead. By the way, where is he?"""
st_043050_0150#0,"""He told me that he was heading back to the Men's Dormitory. Well then, Miss Yasaka, I'll take my leave now."""
st_043050_0160#0,"""Okay..."""
st_043050_0170#0,"""What a relief..."""
st_043050_0180#0,"""Wha- an explosion?!"""
st_043050_npc01#0,"""Dorm Manager"""
