st_045080_0001#0,"""A.P.241/4/17/15:30"""
st_045080_0220#0,"""...No, Xiera. You can't lose my focus. Don't deny what happened, find out why."""
st_045080_0230#0,"""Why were we so easily infiltrated, and what's the root cause of the management takeover?"""
st_045080_0240#0,"""...?! It shows the controls were taken over by using the master key..."""
st_045080_0250#0,"""It looks like Xaio's data, but... It's not his... A copy of Xiao? No... T-This data is...!"""
st_045080_0260#0,"""This data is... Xion?!"""
st_045080_0270#0,"""You are correct, brethren. Or should I say, grandniece?"""
st_045080_0280#0,"""Now it all makes sense... The uncontrollable copy of Xion made by the Photoners, which was abandoned in subspace..."""
st_045080_0290#0,"""It eventually reached Earth and took on the name \""Mother\""... That explains everything."""
st_045080_0300#0,"""Indeed. No further explanation is required."""
st_045080_0310#0,"""Selfishly creating me, then selfishly abandoning me... They taught my heart what revenge is. Where are the Photoners hiding?"""
st_045080_0320#0,"""You're too late... The Photoners are no longer here. They were destroyed. There is no target for your revenge."""
st_045080_0330#0,"""I see. Then, all that is left is to go and destroy everything the Photoners left behind."""
st_045080_0340#0,"""And in order to obtain the power necessary to do that, I'll need the catalyst for the fusion of Ether and Photons... Aru will be coming with me."""
st_045080_0350#0,"""No, he won't! I'll never hand over Aru!"""
st_045080_0360#0,"""Kyaa!"""
st_045080_0370#0,"""I won't let you interfere with Mother."""
st_045080_0380#0,"""You're unexpectedly mature, catalyst. You're not going to cry, like people your age do? Or resist me?"""
st_045080_0390#0,"""I believe... I believe that big sis will come to rescue me. So, I won't cry."""
st_045080_0400#0,"""If I cry, big sis will cry. That's why... I absolutely won't cry."""
st_045080_0410#0,"""You're referring to Hitsugi Yasaka? That's useless, she will never awaken."""
st_045080_0420#0,"""That's not true... Big sis... My big sis said she'd protect me!"""
st_045080_0430#0,"""That wish will not come true."""
