st_046080_0001#0,"""A.D.2028/4/21/18:30"""
st_046080_0010#0,"""Kohri..."""
st_046080_0020#0,"""Hitsugi... I'm... sorry!"""
st_046080_0030#0,"""I tried to destroy this place! I tried to destroy the place where we belong!"""
st_046080_0040#0,"""I wonder why... I didn't want to do such a thing, but I thought you wouldn't return unless I did, and... and..."""
st_046080_0050#0,"""...But we protected it. Because Kohri helped me, we were able to protect our place."""
st_046080_0060#0,"""Yes... Yes!"""
st_046080_0070#0,"""Kohri?"""
st_046080_0080#0,"""Ah, aghh...? Ahhhhhhhhh!"""
st_046080_0090#0,"""What's wrong, Kohri?! Kohri?!"""
st_046080_0100#0,"""That's not polite. Laying hands on another doctor's patient like that..."""
st_046080_0110#0,"""Stop it! Don't... come inside of me!"""
st_046080_0120#0,"""No... no, no, no, no! Stop! Stop it! I don't want to... fight with Hitsugi!"""
st_046080_0130#0,"""...but I guess it can't be helped. I'm doing it for Mother, after all."""
st_046080_0140#0,"""I have to kill <%me> and Hitsugi, or Hitsugi won't come back... and Mother won't be happy either... Hahaha."""
st_046080_0150#0,"""So then, please die, Hitsugi! Hitsugi, you'll return to me if you die, right?!"""
st_046080_0160#0,"""Just... how much..."""
st_046080_0170#0,"""Just how much... do we have to suffer... you bastards?!"""
