st_044040_0001#0,"""A.P.241/4/10/12:00"""
st_044040_0010#0,"""Humph, humph! Stupid, stupid, stupid big bro! Just- He doesn't even know how I feel!"""
st_044040_0020#0,"""I know! I know, even if no one tells me! I know... more than anyone, that I'm lost at what to do!"""
st_044040_0030#0,"""Damn it! I'm getting more and more pissed the more I try to cool my head. As I thought, big bro, you're so STUPID!"""
st_044040_0040#0,"""What's wrong with not having a motive?! That's something you find along the way, right!? Now, Aru, you say something too!"""
st_044040_0050#0,"""W-What? What am I supposed to say?"""
st_044040_0060#0,"""Just say anything!"""
st_044040_0070#0,"""...I-I want to become bigger!"""
st_044040_0080#0,"""That's just a wish of yours!"""
st_044040_0090#0,"""Haha."""
st_044040_0100#0,"""Oh, I'm so sorry! Was I too noisy? ...of course I was."""
st_044040_0110#0,"""No no, I don't mind. I was just tracking an acquaintance's photons and ended up here instead."""
st_044040_0120#0,"""And then I heard a person shouting something interesting so I came to check it out. I'm sorry for interrupting, feel free to continue."""
st_044040_0130#0,"""Oh no, I didn't want to shout... well, I guess I do want to shout, but..."""
st_044040_0140#0,"""...Hey, you're an ARKS too, right?"""
st_044040_0150#0,"""Yes, my name is Matoi. I haven't seen you around before, you are...?"""
st_044040_0160#0,"""I'm Hitsugi, and this here is Aru and... we're kind of here due to some weird circumstances. Nice to meet you, Ms. Matoi."""
st_044040_0170#0,"""Hah, there's no need to be so formal, Hitsugi."""
st_044040_0180#0,"""With that, Hitsugi, are you okay? You seem like something is on your mind."""
st_044040_0190#0,"""Uhm, no... well... kind of."""
st_044040_0200#0,"""That outburst a moment ago... It was about something you couldn't stand, right? You can talk to me about it, if it helps."""
st_044040_0210#0,"""...Why would you go to such lengths for me?"""
st_044040_0220#0,"""Because I also try to hide things that bother me. I get scolded for it often, so I understand how you feel."""
st_044040_0225#0,"""I wonder why... this is our first time meeting, but I feel like I can tell you anything..."""
st_044040_0230#0,"""Well then, Matoi... can I ask you something?"""
st_044040_0240#0,"""Yes, feel free to ask me anything. I love talking with other people."""
st_044040_0250#0,"""Why do you fight? What's your motivation?"""
st_044040_0260#0,"""A reason for fighting, huh...? Why do you ask?"""
st_044040_0270#0,"""Someone told me 'You don't have a reason to fight.' I got really pissed off, but when I thought about it... I really didn't have a reason. That's weird... right?"""
st_044040_0280#0,"""...Hm, that is strange."""
st_044040_0290#0,"""Oh, no! I didn't mean you. It just... made me feel nostalgic. Like I was looking at my past self."""
st_044040_0300#0,"""Past self...?"""
st_044040_0310#0,"""There was a time when I lost my reason for fighting too. I was just following orders without a purpose, acting according to what I was told to do."""
st_044040_0320#0,"""I'm the same... I was just following orders from Mother."""
st_044040_0330#0,"""But that's no different from not thinking for yourself. So... I understand what my big bro meant."""
st_044040_0340#0,"""For what purpose do I use my power...?"""
st_044040_0350#0,"""What's most important is what you want to accomplish. If the answer is 'I want to protect'... I think that's a reason you only had in the moment, Hitsugi."""
st_044040_0360#0,"""What I want to accomplish... If it were that easy, I'd already know..."""
st_044040_0370#0,"""Then why don't you try taking it one step at a time? Just do what you want to do now."""
st_044040_0380#0,"""What I want to do..."""
st_044040_0390#0,"""Yes. Instead of letting others decide for you, decide this for yourself. That's the first step."""
st_044040_0400#0,"""...I think I kind of understand."""
st_044040_0410#0,"""Yeah, Hitsugi, what are you so confused and lost about? No matter what anyone says, I want to know."""
st_044040_0420#0,"""I want to know what Mother is trying to do. I want to know why Aru is being targeted. I want to know... and then decide what I want to accomplish!"""
st_044040_0430#0,"""Thanks, Matoi! I think I'm beginning to understand, with your help!"""
st_044040_0440#0,"""Aru, you go and wait for me with Xiera. I'll be there soon!"""
st_044040_0450#0,"""Fufu, what an energetic girl."""
st_044040_0460#0,"""Aru, right? Let's make our way to Xiera. I'll probably be called in soon anyhow."""
st_044040_0470#0,"""Big sis Matoi... have we met somewhere else before?"""
st_044040_0480#0,"""No, I think this is the first time. But it somehow feels... nostalgic. I wonder why?"""
