st_045030_0001#0,"""A.D.2028/4/17/12:30"""
st_045030_0010#0,"""Where... am I?"""
st_045030_0020#0,"""Hitsugi would never say such a thing."""
st_045030_0030#0,"""That's right... I was cut down by Kohri."""
st_045030_0040#0,"""Did I die? But wait... then..."""
st_045030_0050#0,"""And this time, I will help my big sis! I'm not going to let you die!"""
st_045030_0060#0,"""I heard Aru's voice... and it was warm... What happened...?"""
st_045030_0070#0,"""I guess it doesn't matter... I don't matter... Why should I care?"""
st_045030_0080#0,"""Not knowing what I wanted to do... and what I needed to do... I was just there, following the flow."""
st_045030_0090#0,"""It's all my fault... I'm done now... I don't want to do anything anymore."""
st_045030_0100#0,"""Yes... I have no worth... My weapon was broken, and I lost to Kohri... I'm of no use to anyone, anymore..."""
st_045030_0110#0,"""I was never meant for this kind of thing... I never wanted to do any of it... I just did it because other people told me to..."""
st_045030_0120#0,"""Joining the student council... Helping Mother Cluster... Even saving Aru was just..."""
st_045030_0130#0,"""I was the one who wanted to be saved! Father and mother went away... and big bro would never look at me...!"""
st_045030_0140#0,"""Because everyone left me behind... I was scared, and even though I kept trying and trying... kept on trying my best..."""
st_045030_0150#0,"""No one ever protected me... No one was ever by my side!"""
st_045030_0160#0,"""I'm tired... no more... I'm sick of being a good girl..."""
st_045030_0170#0,"""I hate being scared, and I hate pain! The suffering and pain of being alone... I don't want to feel it anymore!"""
st_045030_0180#0,"""What do I wanted to accomplish? What are my intentions? I knew the real answer all along..."""
st_045030_0190#0,"""I wanted a place where I belong. I wanted to protect the things I loved. That's all I wanted, but..."""
st_045030_0200#0,"""...Why? What did I do wrong? Where did I go wrong?"""
st_045030_0210#0,"""Tell me... please, somebody tell me!"""
st_045030_0220#0,"""I'm sick of all this... I'm sick of it! Kohri... big bro... Aru... <%me>..."""
