st_041012_0001#0,"""A.P.241/3/22/12:00"""
st_041012_0010#0,"""Bienvenid@ de vuelta! How was it? Did you get the hang of using it?"""
st_041012_0020#0,"""Well, if there's anything that you want to know about, I'm more than willing to listen and give you a hand!"""
st_041012_0030#0,"""All part of the job description for <%me>'s personal operator, Xiera!"""
st_041012_0040#0,"""Let's continue from where we left off. The ARKS headquarters have an important request. Please listen closely:"""
st_041012_0050#0,"""<%me>! It's been a while! It's Ulc,\u3000do you remember me? A lot has happened and I became a commander."""
st_041012_0060#0,"""I heard that your memories are a bit foggy, so I really wanted to see you in person. But Xiao's got a lot on his hands, so we're both REAL busy!"""
st_041012_0070#0,"""Sorry that I can only send you a voice message. Next time, I'll make sure to meet up with you!"""
st_041012_0080#0,"""Putting that aside, I have a request that I want ask you to do."""
st_041012_0090#0,"""There have been an unusual cases of never-before-seen seemingly ARKS members appearing recently."""
st_041012_0100#0,"""I've been looking in the information sectors, but I think that Casra is hiding something since he didn't report any findings."""
st_041012_0110#0,"""So in other words, I want you to investigate."""
st_041012_0120#0,"""In order to gather more intel on them, I'll need you to tag along with one of said members and keep an eye on them."""
st_041012_0130#0,"""I'm sorry, but since Casra won't say anything I had to ask you instead. If you're able to do this, I'm counting on you!"""
st_041012_0140#0,"""And that's the end of Commander Ulc's message."""
st_041012_0150#0,"""I see, so that was the reason why <%me> was contacted. I agree with her."""
st_041012_0155#0,"""Ulc took over the position as Commander from Xiao, because everything's in a mess. I also think that she's asking me as well."""
st_041012_0160#0,"""Well then, let's prepare to depart. Please come to me when you're ready."""
st_041012_0170#0,"""Oh also, ARKS' organization went through a bit of a restructure."""
st_041012_0180#0,"""If you're interested about it, please come and listen anytime."""
