st_043040_0001#0,"""A.P.241/4/2/15:00"""
st_043040_0010#0,"""Now then, since we've analyzed various pieces of intel, let's decide our course of action from here."""
st_043040_0020#0,"""We'll wait for their move."""
st_043040_0030#0,"""Is that... alright? Having such a laid-back plan?"""
st_043040_0040#0,"""All we know is that our enemy's targeting Aru as their motive. The best we can do is to protect him and watch how they act."""
st_043040_0050#0,"""We're not fighting Darkers this time, but humans. It's not advised to move hastily. There's nothing else that we can do."""
st_043040_0060#0,"""Therefore, I recommend Hitsugi and Aru to be finished with any plans that you have on your mind."""
st_043040_0070#0,"""Once the situation starts to move, it's not likely that you'll have time for leisure."""
st_043040_0080#0,"""Things I wanted to do, plans I have in mind..."""
st_043040_0090#0,"""Speaking of which, you have an older brother, right? Hitsugi, shouldn't you contact them?"""
st_043040_0100#0,"""Eh- Yes, I do have one, but... how did you know that?"""
st_043040_0110#0,"""Ah- uhh... I kind of guessed! You just had a look of having an older brother, or so I figured."""
st_043040_0120#0,"""Well, never mind that."""
st_043040_0130#0,"""I guess you're right. It'll be bothersome for my big bro if I don't talk to him. I wonder if there's a way to contact him..."""
st_043040_0140#0,"""Well, what are you waiting for? You can go there directly. Am I right, <%me>?"""
st_043040_0150#0,"""Eh... No, but- I thought you said that we're on standby."""
st_043040_0160#0,"""That's the plan for ARKS. Since you're our guests, we have no reason to stop you."""
st_043040_0170#0,"""Don't hesitate, Hitsugi. Both family members and siblings should be met personally. And of course, we're here to fully support you."""
st_043040_0180#0,"""Thank you, both of you. Well then, I'll meet up with him for a bit. I'm leaving the support to you."""
