st_046100_0001#0,"""A.D.2028/4/21/19:10"""
st_046100_0010#0,"""バカな……領域破断、術式切断……っ！？<br>肉体を傷つけず、エーテルのみを斬り裂くだと……"""
st_046100_0020#0,"""……八坂火継の、天叢雲。<br>その伝承にあるとおりの、浄化の力……<br>まさか、そのような形で具現するとは。"""
st_046100_0030#0,"""願いの成就だというのか……？<br>鷲宮氷莉を救いたいと願い、融合体を救いたいと<br>願う彼女の想いに、エーテルが応えたとでも……？"""
st_046100_0040#0,"""っ！？"""
st_046100_0050#0,"""……あら、思いの外いい反応しますね？<br>完全に殺ったつもりだったんですが。"""
st_046100_0060#0,"""ファレグ……<br>貴様、何のつもりだ。"""
st_046100_0070#0,"""殺すつもり、と申し上げたはずですが？"""
st_046100_0080#0,"""何故、と問うている……！"""
st_046100_0090#0,"""貴方から、厭な臭いがしているものでして。<br>自らこそ人の支配者であるべきという傲慢さと<br>愚かさの共存した、とても厭な臭い。"""
st_046100_0100#0,"""マザーとも、アークスとも異なる<br>私がもっとも嫌いとする臭いが、ね。"""
st_046100_0110#0,"""……逃げましたか。"""
st_046100_0120#0,"""まあ、いいでしょう。<br>あれはいつでも殺せますし。"""
st_046100_0130#0,"""ふふ……よい具合に成長しているようですね。"""
st_046100_0140#0,"""全力の貴方がたと相見える機会が<br>楽しみでなりませんよ。"""
