st_042210_0001#0,"""A.D.2028/3/30/14:00"""
st_042210_0010#0,"""I give up. There's no meaning to continue this fight. This Irregular's pushing pass my break-even point."""
st_042210_0020#0,"""After coming this far, you're giving up!?"""
st_042210_0030#0,"""That's right, young lady. What I wanted was business. Sometimes, you have to leave your courage behind."""
st_042210_0040#0,"""I'll leave, for now. But, I won't forget you. Hitsugi Yasaka, and <%me>."""
st_042210_0050#0,"""The next time we meet... It won't be about \""Mother\"", nor business, I'll crush you. I won't refrain from anything!"""
st_042210_0060#0,"""1. Overdoing is dangerous."""
st_042210_0070#0,"""2. We have something more important right now."""
st_042210_0080#0,"""...You're right. If you force yourself, anything could happen."""
st_042210_0090#0,"""..! Kohri!"""
st_042210_0100#0,"""...Hitsugi, you're lying right? You betraying us, is definitely a lie right, Hitsugi."""
st_042210_0110#0,"""I trusted you Hitsugi. That you didn't fight at all. But- but..!"""
st_042210_0120#0,"""Kohri... I didn't betray-"""
st_042210_0130#0,"""Then why! Why did you go against Mother's words! Why!? Why, Hitsugi!"""
st_042210_0140#0,"""Come back Hitsugi! Take my hand... And stay by my side!"""
st_042210_0150#0,"""...Kohri. Sorry, I can't go back anymore."""
st_042210_0160#0,"""..!!"""
st_042210_0170#0,"""What's right, and what's wrong. From what I've seen, I've already made up my mind... I'm going with <%me>."""
st_042210_0180#0,"""Wai- Wait, Hitsugi!"""
st_042210_0190#0,"""Sorry Kohri... I'm really sorry."""
st_042210_0200#0,"""Wait, Hitsugi!! HITSUGI!!!"""
st_042210_0210#0,"""Urgh... Uuurgh... Uurgh... Hitsugi, Hitsugi... Why... WHY!"""
st_042210_0220#0,"""We promised, that we'll always be together... Why, Hitsugi... WHY!"""
st_042210_0230#0,"""Kohri Washinomiya. Why are you crying?"""
st_042210_0240#0,"""Eh..."""
st_042210_0250#0,"""If you're weeping because you've been betrayed... If you're sad because you lost someone... Then tighten your fists and strengthen your resolve."""
st_042210_0260#0,"""Bring your friend back with your own hands."""
st_042210_0270#0,"""...Hitsugi."""
st_042210_0280#0,"""I know, what you wish for."""
skit01#0,"""-Illusion Dimension-"""
skit02#0,"""幻創の現実"""
