pr_059020_0010#0,"""다크 펄스의 반응, 소실…<br>하지만, 어째서 이 타이밍에<br>이쪽 세계로…?"""
pr_059020_0020#0,"""…하핫, 그래서 이유를<br>우리에게 물어 온건가 너는."""
pr_059020_0030#0,"""몰라. 그런거."""
pr_059020_0040#0,"""알 턱이 없어, 그런거."""
pr_059020_0050#0,"""アタシたちと【仮面】は<br>そもそも根っこから違うもの."""
pr_059020_0060#0,"""あれはそもそもテメェ自身だ.<br>オレらに聞くのが間違いだろうが."""
pr_059020_0070#0,"""オメガでは確かに【仮面】が<br>君に力を貸してくれたようだね.<br>だがしかし、此処に【仮面】はいない."""
pr_059020_0080#0,"""いないというより、少ないね."""
pr_059020_0090#0,"""ほんのちょっとしか感じないね."""
pr_059020_0100#0,"""今出てきた【仮面】も<br>貴方の内にある残り香に惹かれて<br>やってきたんじゃないかしら?"""
pr_059020_0110#0,"""ハッ、とんだ疫病神だな?"""
pr_059020_0120#0,"""今戦った【仮面】に魂はない.<br>あれはただの虚ろなものだ."""
pr_059020_0130#0,"""だがそれでも、ダークファルスなのに<br>変わりはない.放っておけば<br>世界を侵食するだろうね."""
pr_059020_0140#0,"""アークスは…いや、君は<br>到底放ってはおけないだろう?"""
pr_059020_0150#0,"""もっと厄介なのが出てきてるのに<br>次から次へと大変だねえ."""
pr_059020_0160#0,"""うん、大変だねえ.<br>どうして何もかも、貴方に集うの?"""
pr_059020_0170#0,"""…ま、せいぜい頑張りなさいよ.<br>アンタが死んだら、アタシも<br>消えてしまうんだからね."""
name01#0,"""マルガレータ"""
name02#0,"""フラウ"""
