st_012100_0001#0,"""A.P.238/4/23/14:00"""
st_012100_0010#0,"""Хадред..."""
st_012100_0040#0,"""Ар-р-р-р-р..."""
st_012100_0050#0,"""Я знаю, я понимаю. Хоть ты и<br>не говоришь ничего, я понимаю,<br>что ты хочешь сказать."""
st_012100_0060#0,"""Если подумать, мы были<br>как близнецы. Мы даже не дрались."""
st_012100_0070#0,"""Может быть из-за того,<br>что ты не мог говорить..."""
st_012100_0080#0,"""Несмотря на это, я всё ещё думаю,<br>что между нами сильная связь."""
st_012100_0090#0,"""Даже в самые трудные минуты,<br>мы всегда защищали друг друга."""
st_012100_0100#0,"""Но теперь я справляюсь без твоей<br>поддержки. Тебе не нужно<br>беспокоиться."""
st_012100_0110#0,"""Именно поэтому нужно положить<br>этому конец. Я закончу это для<br>тебя."""
st_012100_0120#0,"""Раз я в Отряде смерти, постараюсь<br>сделать всё тихо."""
st_012100_0130#0,"""Сейчас я хочу увидеть всё,<br>на что ты способен."""
st_012100_0140#0,"""Публикой будет только<br><%me>, но я всё равно<br>выложусь на полную!"""
st_012100_0150#0,"""Это не будет нигде записано,<br>навсегда останется в моей памяти!"""
st_012100_0160#0,"""Вот что значит быть певицей.<br>Выкладываться на всю и не быть<br>забытой!"""
st_012100_0170#0,"""Ты мой близнец,<br>я хочу тебя помнить!"""
st_012100_0180#0,"""Памятью, которая никогда<br>не сотрется!"""
st_012100_0190#0,"""Ар-р-р-р-р..."""
st_012100_0200#0,"""<%me>, прошу,<br>помоги мне!"""
st_012100_0210#0,"""Я - Куна, Нулевая из<br>Совета Шести!"""
st_012100_0220#0,"""И я положу этому конец."""
