st_045080_0001#0,"""A.P.241/4/17/15:30"""
st_045080_0010#0,"""…아크스 쉽이 전이!?<br>전이 좌표… 아니, 이건 마더 쉽 주변 우주 공간!<br>오라클 쪽 우주로 돌아왔어!?"""
st_045080_0020#0,"""아, 진짜, 관리 관제가 엉망이야…!<br>어쨌든 일단 마더 쉽의<br>문의에 응답해야… 어?"""
st_045080_0030#0,"""…응답할 수 없어?<br>다른 쉽에서 오는 접근, 완전 차단…!?"""
st_045080_0040#0,"""하지만 쉽 안의 리미터는 유지!?<br>…이래선 침입자와 싸울 수 없어!"""
st_045080_0050#0,"""이머전시 코드… 안 돼!<br>인터럽트 코드… 안 돼!<br>…전부 손을 써 놨어!"""
st_045080_0060#0,"""…어떻게 이렇게까지<br>이쪽 관제를 파악하고 있는 거야!?"""
st_045080_0070#0,"""PSO2를 통해서라면 몇 번 와 봤지만<br>이렇게 직접 오는 건 처음이구먼.<br>호호, 참으로 신기한 감각이야."""
st_045080_0080#0,"""그자들이 달에 와 준 덕분입니다.<br>좌표만 잡으면 제 능력으로 전이는 쉽습니다.<br>나머지는 마더의 뜻대로…"""
st_045080_0090#0,"""흐음, 소재든 구조든<br>이곳 건축은 흥미를 끄는 것뿐이라<br>여기저기로 눈이 가는구먼."""
st_045080_0100#0,"""…노인장. 우리의 목적을 잊지 마시도록."""
st_045080_0110#0,"""호호. 물론이네, 오피엘.<br>여기서 연장자인 우리가 분발하지 않으면<br>오쿠와 풀에게 면이 서지 않아."""
st_045080_0120#0,"""멀리 있는 자는 소문으로 듣고!<br>가까운 자는 다가와 직접 보라!"""
st_045080_0130#0,"""내 이름은 아라토론 톨스토이!<br>마더 클러스터, 흙의 사도!<br>파괴가 두렵지 않다면, 어서 덤비거라!"""
st_045080_0140#0,"""오옷!?"""
st_045080_0150#0,"""…방금 건, 경고야.<br>이대로 돌아가 주지 않을래."""
st_045080_0160#0,"""뭐냐 뭐냐, 열렬한 환영이구먼.<br>아크스 쉽 안의 아크스에게는<br>리미터가 걸려 있는 것 아니었나?"""
st_045080_0170#0,"""쉽 안의 리미터를 무시하고 전투 가능한<br>존재가 있다고 마더가 말씀하셨습니다."""
st_045080_0180#0,"""그중 한 명은 <%me><br>그리고 또 한 명."""
st_045080_0190#0,"""창세기, 명석 클라리사Ⅲ의 소유자.<br>…그대가 「마토이」인가."""
st_045080_0200#0,"""…어떻게 내 이름을."""
st_045080_0210#0,"""호호. 왜일까?<br>알고 싶다면 그 힘으로<br>직접 캐물어 보게나!"""
