st_045080_0001#0,"""A.P.241/4/17/15:30"""
st_045080_0220#0,"""…안 돼, 시에라. 생각을 멈추면 안 돼.<br>일어난 일을 부정하지 말고, 원인을 찾아야 해."""
st_045080_0230#0,"""이렇게 간단히 침입당한 이유와<br>그 원인이 된 루트는 어디…?"""
st_045080_0240#0,"""…!?<br>관제에 마스터 키를 이용한 침입 흔적…!"""
st_045080_0250#0,"""샤오와 비슷하지만 샤오는 아니야…<br>샤오의 카피… 아니, 달라…<br>이건, 이 데이터는…!"""
st_045080_0260#0,"""시온의… 것!?"""
st_045080_0270#0,"""정답이다, 내 동포.<br>아니, 조카손녀라 해야 하나?"""
st_045080_0280#0,"""이제야 앞뒤가 맞네요.<br>과거 포토너가 만들어 냈지만 제어하지 못해<br>아공간에 내다 버렸다는 시온의 모방체…"""
st_045080_0290#0,"""그것이 지구에 흘러들어 가 마더를 자칭했다.<br>…그런 거군요."""
st_045080_0300#0,"""…그렇다.<br>그 이상의 설명은 필요 없겠지."""
st_045080_0310#0,"""제멋대로 나를 만들어 내고, 제멋대로 나를 버리고<br>내게 「복수」라는 마음을 가르쳐 준<br>그 포토너 놈들은 어디 있지?"""
st_045080_0320#0,"""…안됐네요.<br>포토너는 이미 없습니다. 멸망했습니다.<br>복수할 대상은 없어요."""
st_045080_0330#0,"""그런가… 그렇다면 포토너가 남긴 것<br>모두를 파괴하고 다닐 뿐이다.<br>놈들이 만든 것은 무엇 하나 남기지 않겠다."""
st_045080_0340#0,"""그 힘을 얻기 위해…<br>에테르와 포톤의 융합체를<br>…알을 받아 가겠다."""
st_045080_0350#0,"""아, 안 돼요!<br>알은 절대로 넘기지 않아요!"""
st_045080_0360#0,"""꺄악!"""
st_045080_0370#0,"""…마더를 방해하게 두진 않아."""
st_045080_0380#0,"""…의외로 얌전하군, 융합체.<br>나이에 맞게 울부짖거나<br>저항 정도는 해 보면 어떠냐."""
st_045080_0390#0,"""…난 믿고 있어.<br>누나가 구해 준다고<br>믿고 있으니까 안 울어."""
st_045080_0400#0,"""내가 울면 누나도 울어 버리니까<br>나는… 절대로 안 울어."""
st_045080_0410#0,"""…야사카 히츠기 말이냐.<br>소용없다, 히츠기는 이제 눈을 뜨지 않아."""
st_045080_0420#0,"""그렇지 않아!<br>누나는… 누나는…<br>나를 지켜 준다고 그랬으니까…!"""
st_045080_0430#0,"""그 소망은, 이루어지지 않는다."""
