st_045090_0001#0,"""A.D.2028/4/17/15:40"""
st_045090_0010#0,"""……어스 가이드 쪽도<br>아크스와 연락이 안된다고 하는군."""
st_045090_0020#0,"""아크스 쉽이 어디로 갔는지도 몰라……<br>어떻게 저쪽으로 돌아가면 되지…… 젠장!"""
st_045090_0030#0,"""뭐, 뭐야!?<br>어이, 히츠기, 왜 그래!"""
st_045090_0040#0,"""에테르의…… 폭주라는 건가……!?<br>뭐냐고, 이건……!"""
st_045090_0045#0,"""뭐!?<br><%me>! 히츠기!"""
st_045090_0050#0,"""이제, 싫어……<br>……이제, 혼자는, 싫어.<br>아무것도, 잃고 싶지 않아…… 훌쩍."""
st_045090_0060#0,"""……울지마, 누나.<br>내가…… 함께 있어."""
st_045090_0070#0,"""알……?"""
st_045090_0080#0,"""나뿐만 아니야……<br>엔가 형도……<br><%me>도 곁에 있어."""
st_045090_0090#0,"""……자, 누나.<br>느껴지지, 내가."""
st_045090_0100#0,"""……따스해.<br>이건 알과, 오빠와……<br>……<%me>?"""
st_045090_0110#0,"""……누나는 혼자가 아니야.<br>누나는 아무것도 틀리지 않았어."""
st_045090_0120#0,"""하지만 나는 목적도<br>하고 싶은 것도 아무것도 없어서……!<br>코오리한테도 져서…………"""
st_045090_0130#0,"""나는…… 나는 이제<br>무서운 게 싫어……! 아픈 것도 싫어!<br>괴로운 것도, 힘든 것도…… 전부 싫어!"""
st_045090_0140#0,"""그러면 누나가 싫은 건<br>전부 내가 받아갈게."""
st_045090_0150#0,"""……어?"""
st_045090_0160#0,"""무서움도, 아픔도, 괴로움도, 힘듬도……<br>……혼자인 것도 내가 받아갈게."""
st_045090_0170#0,"""……그러니까 울지 말아줘, 누나.<br>누나가 우는 얼굴은 보고 싶지 않아."""
st_045090_0180#0,"""나를 구해줬을 때처럼……<br>나를 이끌어줬을 때처럼……<br>눈을 뜨고 곧바로 앞을 향해서…… 웃어줘."""
st_045090_0190#0,"""……알?<br>잠깐, 알…… 어디 가는 거야?"""
st_045090_0200#0,"""누나, 난 항상 함께야."""
st_045090_0210#0,"""……알!"""
