st_045060_0001#0,"""A.D.2028/4/17/14:30"""
st_045060_0010#0,"""…왜 그래, <%me><br>갑자기 멈춰 서고 말이야."""
st_045060_0020#0,"""…뭔가 이상해"""
st_045060_0030#0,"""시간이 되감기고 있어?"""
st_045060_0040#0,"""…이상하다니, 뭐가?<br>적과 마주치지도 않은 상황에서<br>그렇게 판단하긴 이르잖아."""
st_045060_0050#0,"""시간이 되감기고 있다고?<br>무슨 소리야? 무슨 일 있었어?<br>아직 적과도 안 만났는데…"""
st_045060_0060#0,"""…적하고는 이미 만났다고?<br>몇 번이나 교전했다…고?<br>무슨 소리야, 그게…!"""
st_045060_0070#0,"""…시에라 씨? 어이, 어이!<br>어떻게 된 거야, 통신도 안 통하잖아!"""
st_045060_0080#0,"""…소용없어.<br>내 영역은 같은 시간을 반복하는 놀이터.<br>외부 통신 따위 닿을 리 없지."""
st_045060_0090#0,"""그대로 눈치채지 못한 채 풀의 동화 속을<br>산책하고 있었으면 100% 편했을 텐데…<br>아~아, 70% 아깝네."""
st_045060_0100#0,"""그나저나 의외로 빨리 들켜 버렸네, 풀?"""
st_045060_0110#0,"""…이 영역 준비, 엄청 손이 많이 갔는데.<br>시간이 되감기는 걸 이렇게 빨리 눈치채다니<br>좀 머리가 이상한 것 같아."""
st_045060_0120#0,"""…경험이라도 있어, 그런 거?<br>오쿠한테 들은 대로, 기분 나쁜 사람."""
st_045060_0130#0,"""너희였냐… 야비한 짓을 하긴.<br>하지만 순순히 모습을 드러낸 것치곤<br>함정을 풀어 주겠다는 얼굴은 아닌데."""
st_045060_0140#0,"""…함정을 풀고 싶으면 힘으로 해 보세요.<br>그런 일, 절대 하게 두지 않겠지만."""
st_045060_0150#0,"""지켜보기만 하는 것도 60% 질렸으니까<br>우리가 직접 뭉개 주겠다는 거야."""
st_045060_0160#0,"""특히 거기… <%me><br>가만 놔두면 100% 위험해 보여.<br>반드시 마더를 방해하게 될 거야."""
st_045060_0170#0,"""…라플라스도 맥스웰도<br>지난번 답례를 하고 싶대!"""
st_045060_0180#0,"""…<%me> 씨.<br><%me> 씨는 정말 위험해.<br>그리고 정말, 정말 기분 나쁜 사람."""
st_045060_0190#0,"""반드시 마더의 장애물이 된다.<br>그렇게 메모해 뒀으니까…"""
st_045060_0200#0,"""마더를 방해하는 녀석들은<br>우리가 용서하지 않아!<br>반드시, 100% 제거해 보이겠어!"""
st_045060_0210#0,"""…마더의 장애물을 치운다.<br>그것이 우리의 역할. 롤.<br>메모에 남길 필요도 없는 당연한 일."""
st_045060_0220#0,"""마더 클러스터, 태양의 사도!<br>오쿠 밀러!"""
st_045060_0230#0,"""…마더 클러스터, 달의 사도.<br>풀 재니스 라스비츠."""
st_045060_0240#0,"""100%로는 부족해! 200%로 요격한다!<br>이 목숨도, 이 힘도, 모든 것은 마더를 위해!"""
st_045060_0250#0,"""…책장을 넘기면 이야기는 되풀이된다.<br>몇 번이고, 몇 번이고, 몇 번이고.<br>마더가 웃어 줄 그때까지."""
