Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""/ci1 1 I've been having a lot of fun playing with Dolce today. Oh, an E-Trial!"""
Success#1,"""/ci2 1 We did it! Thank you very much! You were very helpful!"""
Failure#1,"""Oh... We failed. But it was fun fighting with you. We should do it again some time."""
Dead#1,"""Oh, I can't fight any more. I was incapacitated by an E-Trial the first time I met Dolce, too."""
BuddyDead#1,"""Ah, Dolce! I'll do my best, so you rest as long as you need to!"""
