Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""/ci4 1 기껏 테토라 씨와 분위기 좋게<br>사진 찍다가 E 트라이얼을 밟아서……<br>끝나면 같이 찍으실래요……?"""
Success#1,"""/ci2 1 /mn16 후후. 테토라 씨 표정이<br>이제는 못 참겠다고 말하네요<pict cute_icon><br>다음 기회에 같이 찍어요<pict cute_icon>"""
Failure#1,"""도와주셔서 감사합니다.<br>풀이 죽은 테토라 씨는<br>제가 실컷 위로해 드릴게요<pict cute_icon>"""
Dead#1,"""/mn6 테토라 씨, 저……<br>당하는 쪽은 익숙하지 않아요.<br>조금 쉬게 해 주세요……<pict cute_icon>"""
BuddyDead#1,"""/mn16 아, 테토라 씨가…… 어라?<br>쓰러진 테토라 씨의 엉덩이, 귀여워요<pict cute_icon><br>잠깐 사진 좀 찍을게요<pict cute_icon>"""
