Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""/ci1 1 ...Makino, please be careful. Ah, perfect timing. Excuse me, can you assist us?"""
Success#1,"""/ci1 1 Makino seems to be having fun. I shall thank you as well. If anything else occurs, I hope we can rely on you again."""
Failure#1,"""We failed, but Makino seems to be having fun regardless. Thank you for your cooperation."""
Dead#1,"""Ah... I apologize. I committed an error."""
BuddyDead#1,"""Makino, are you alright? Yes, I remember our first meeting when you were incapacitated. Be assured, I will follow you no matter how many times you fall."""
