st_044090_0001#0,"""A.D.2028/4/15/12:00"""
st_044090_0010#0,"""역시… 코오리!"""
st_044090_0020#0,"""다행이야…<br>무사했구나, 코오리."""
st_044090_0030#0,"""별일 없는 것 같아서 다행이야.<br>학교에 잘 둘러대 준 것도<br>코오리지? 고마워."""
st_044090_0040#0,"""하지만 코오리, 어째서 이런 곳에?<br>왜 저 녀석들이랑 같이 있던 거야?"""
st_044090_0050#0,"""…그만둬."""
st_044090_0060#0,"""…뭐, 세세한 건 됐어.<br>코오리가 걱정됐는데<br>이렇게 무사하니 다행이야."""
st_044090_0070#0,"""그만둬!<br>히츠기처럼 말하지 마!"""
st_044090_0080#0,"""코오리…?"""
st_044090_0090#0,"""히츠기야, 기다려 줘, 히츠기야.<br>금방 내가 원래대로 돌려줄 테니까.<br>히츠기를 해방해 줄게."""
st_044090_0100#0,"""히츠기는 조종당하고 있을 뿐이니<br>내가 구해 주지 않으면… 그래야만 해.<br>마더도 그렇게 말했으니까…"""
st_044090_0110#0,"""무슨 소리야, 코오리…<br>난 딱히…!"""
st_044090_0120#0,"""괜찮아, 히츠기야.<br>난 히츠기를 구하고 싶을 뿐이니까.<br>신경 쓸 필요 없어, 히츠기야."""
st_044090_0130#0,"""왜냐면 히츠기는 날 지켜 줬어.<br>혼자였던 나와 함께 있어 주면서<br>…날 구해 줬어!"""
st_044090_0140#0,"""코오리도, 구현무장을…?<br>하지만, 뭐야… 그 불길한 검은…!"""
st_044090_0150#0,"""그람이야, 모르겠어?<br>히츠기, 북유럽 신화도 좋아했는데<br>모르다니… 역시 조종당하고 있구나."""
st_044090_0160#0,"""이건 말이야, 히츠기를 구하기 위한 힘이야.<br>히츠기를 구하기 위해서 받은 힘이야."""
st_044090_0170#0,"""늘 히츠기가 나를 지켜 줬어.<br>히츠기가 나를 구해 줬어."""
st_044090_0180#0,"""그러니까… 이번엔 내가<br>히츠기를 지킬 거야! 구할 거야!"""
st_044090_0190#0,"""히츠기는 속고 있을 뿐이니까…<br>히츠기는 조종당하고 있을 뿐이니까…<br>내가, 히츠기를, 구해낼 거야!"""
