Q0#0,"""ん……ああ。"""
HELLO#0,"""ん……ああ。"""
HELLO_FAV4#0,"""また会ったね"""
HELLO_FAV3#0,"""久しいね"""
HELLO_FAV2#0,"""ん……ああ。"""
HELLO_FAV1#0,"""Quien eres tu?"""
HELLO_FAV0#0,"""...Quien es?"""
GOODBYE#0,"""Adiós"""
GOODBYE_FAV4#0,"""Asi que de nuevo aquí"""
GOODBYE_FAV3#0,"""Bueno entonces, te veo luego."""
GOODBYE_FAV2#0,"""Adiós"""
GOODBYE_FAV1#0,"""Adiós"""
GOODBYE_FAV0#0,"""......（Llamando a la voz del jugador）?"""
00_01#0,"""Opción 1"""
00_02#0,"""Opción 2"""
TALK_ST#0,"""Hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
