st_064040_0001#0,"""A.P.242/3/23/11:00"""
st_064040_0010#0,"""……고마워, <%me>.<br>지구 상황은 알았어.<br>느긋하게 있을 때가 아니라는 것도."""
st_064040_0020#0,"""지금은 지구 사람들이 힘써 주고 있지만<br>근원인 시바를 막지 못하면<br>곳곳이 모조리 파괴되고 말아요."""
st_064040_0030#0,"""시바의 힘을 어떻게든 봉인해서 쓰러뜨린다.<br>우리가 할 일은 그것뿐이야."""
st_064040_0040#0,"""하지만 그게 또 어렵단 말이죠……"""
st_064040_0050#0,"""우리 움직임도 들켰을 테고<br>뻔히 보이는 함정에는<br>걸려들지 않겠지……？"""
st_064040_0060#0,"""연산 능력은 거의 같아.<br>저쪽 움직임은 알 수 있지만<br>이쪽 움직임도 훤히 보이겠지."""
st_064040_0070#0,"""이쪽 움직임을 알아도<br>문제없는 작전으로 맞선다니<br>……그런 게 있나요？"""
st_064040_0080#0,"""함정을 크게 만든다？"""
st_064040_0090#0,"""함정으로 감싼다？"""
st_064040_0100#0,"""확실히 우주 전체에 펼칠 수 있다면<br>가능할지도 모르지만……"""
st_064040_0110#0,"""마토이 씨를 원래대로 되돌릴 때 쓴<br>행성 하나만 둘러싼 결계조차<br>준비하는 데 시간이 걸렸어요."""
st_064040_0120#0,"""우주 전체라면 얼마나<br>많은 준비가 필요할지…… 모르겠어요."""
st_064040_0130#0,"""……우주에 함정을 펼친다.<br>아니, 우주 자체를 함정으로 만든다？<br>이것저것 맞추면 가능하려나？"""
st_064040_0140#0,"""알마 씨？"""
st_064040_0150#0,"""<%me>.<br>시에라, 잘 생각해 봐."""
st_064040_0160#0,"""우주 전체에 영향을 미칠 방법……<br>하나 있었던 것 같지 않아？"""
st_064040_0170#0,"""어……？<br>…………아！"""
st_064040_0180#0,"""아카식 레코드……！"""
st_064040_0190#0,"""오메가인가……！"""
st_064040_0200#0,"""……맞아, 오메가에서 한 행동은<br>아카식 레코드에 영향을 줘."""
st_064040_0210#0,"""그리고 아카식 레코드의 변화는<br>우주 전체로 퍼져 나가……<br>오메가를 통해 결계를 온 우주에……！"""
st_064040_0220#0,"""시바가 아무리 뛰어나도<br>달아날 곳이 없으면 어쩔 수 없어."""
st_064040_0230#0,"""……시에라, 당장 리사에게 연락해.<br>오메가와 관련된 일이라면 리사 안에 있는<br>하리엣의 협력이 꼭 필요해."""
st_064040_0240#0,"""네！"""
st_064040_0250#0,"""동시에 실제로 가능한지 연산할게.<br>그 과정에서 생길 영향도 모두 살필 거야.<br>……알마, 도와줄 거지？"""
st_064040_0260#0,"""물론이지."""
st_064040_0270#0,"""샤오, 우리는！"""
st_064040_0280#0,"""두 사람은……"""
st_064040_0290#0,"""우선 건강 검진부터 받아야겠네."""
skit01#0,"""Guardians of The Earth"""
skit02#0,"""지구를 지키는 용사들"""
