st_064025_0010#0,"""Such powerful foes, defeated in an instant...<br>Now we can push them back!"""
st_064025_0020#0,"""Haaaaah!"""
st_064025_0030#0,"""Wait Rina! Don't overextend!"""
st_064025_0040#0,"""Kyuu!"""
st_064025_0050#0,"""Huh...!"""
st_064025_0060#0,"""Aaaaaagh!"""
st_064025_0070#0,"""Not so fast!"""
st_064025_0080#0,"""Hiyah!"""
st_064025_0090#0,"""Whew! Sorry I'm late, Rina!"""
st_064025_0100#0,"""...Itsuki!"""
st_064025_0110#0,"""You can't be so reckless out here. Didn't somebody once tell me selfish actions get you kicked out of ARKS?"""
st_064025_0120#0,"""I-I know that. Thank you too, <%me>."""
st_064025_0130#0,"""Itsuki, did you finish the evacuation?"""
st_064025_0140#0,"""Of course I did. That's why I came here to help."""
st_064025_0150#0,"""<%me>! Can you hear me?"""
st_064025_0160#0,"""Sorry you had to come all the way out here! I've got another favor to ask!"""
st_064025_0170#0,"""Me and the math genius have got the city covered, but they're swarming the school too!"""
st_064025_0180#0,"""<%me>... I'm leaving it to you!"""
st_064025_0190#0,"""Don't worry. We'll handle this area."""
st_064025_0200#0,"""Itsuki's right. You've shown us how to eliminate them."""
st_064025_0210#0,"""There are still people who need to be rescued. Please go to them."""
st_064025_0220#0,"""...I know you two act tough, but these are dangerous foes even for the ARKS. Take this chance to flee."""
st_064025_0230#0,"""What are you saying, Suzuki? We faced Dark Falz together, didn't we?"""
st_064025_0240#0,"""Rina's right. So long as I can help, I won't back down."""
st_064025_0250#0,"""...Let's go! We'll protect this planet... We'll protect the Earth!"""
st_064025_0260#0,"""Haaaaaah!"""
st_064025_0270#0,"""Haaaaaah!"""
st_064025_0280#0,"""Haaaaaah!"""
st_064025_0290#0,"""Staaaaargazer!"""
name01#0,"""All Three"""
name02#0,"""Rappy"""
