name010#0,"""나즌"""
text010#0,"""…어, 어째선지 나타난 에너미를 쓰러뜨린 후,<br>\""객관식\"" 퀴즈의 시간입니다!"""
text011#0,"""다음 중,<br>정답이라고 생각되는 발판으로 가주세요."""
text020#0,"""그럼, 문제 나갑니다.<br>…짠!"""
text030#0,"""정답이라고 생각되는 발판으로 가주세요!<br>렛츠 씽킹!"""
text040#0,"""타임 업!"""
text050#0,"""다음 문제입니다.<br>…짠!"""
text060#0,"""그럼 마지막 문제입니다.<br>…짠!"""
text080#0,"""\""객관식\""퀴즈는 여기까지입니다.<br>다음 퀴즈의  장소로 이동하죠!"""
quiz00_01#0,"""없음"""
quiz_correct#0,"""축하드립니다!"""
quiz_incorrect#0,"""아쉽네요…."""
quiz01#0,"""문제<br><yellow>장비의 강화치가 \""＋61\""일 때,<br>추가할 수 있는 툭스 능력의\""슬롯 수\""는?<c>"""
quiz01_01#0,"""장비의 강화치가 \""＋61\""일 때,"""
quiz01_02#0,"""추가할 수 있는 툭스 능력의\""슬롯 수\""는?"""
quize01_select1#0,"""６"""
quize01_select2#0,"""５"""
quize01_select3#0,"""７"""
quize01_select4#0,"""８"""
quize01_answer#0,"""정답은…<br><red>６<c> 입니다!"""
quiz02#0,"""문제<br><yellow>크로포드의 할아버지의\""이름\""은?<c>"""
quiz02_01#0,"""크로포드의 할아버지의\""이름\""은?"""
quize02_select1#0,"""반포드"""
quize02_select2#0,"""시로포드"""
quize02_select3#0,"""밴포드"""
quize02_select4#0,"""쟝"""
quize02_answer#0,"""정답은…<br><red>반포드<c> 입니다!"""
quiz03#0,"""문제<br><yellow>아크스 상급정보지원관\""리디아\""의<br>조언에 없는 것은?<c>"""
quiz03_01#0,"""아크스 상급정보지원관\""리디아\""의"""
quiz03_02#0,"""조언에 없는 것은?"""
quize03_select1#0,"""\""한계 돌파\""에 관하여"""
quize03_select2#0,"""\""아크스 카드\""에 관하여"""
quize03_select3#0,"""\""코디 카탈로그\""에 관하여"""
quize03_select4#0,"""\""포터블 홀로그램\""에 관하여"""
quize03_answer#0,"""정답은…<br><red>\""한계 돌파\""에 관하여<c> 입니다!"""
quiz04#0,"""문제<br><yellow>스티아 캠프 안에서<br>\""수송 트럭\""은 어디 쪽에 있을까요?<c>"""
quiz04_01#0,"""스티아 캠프 안에서"""
quiz04_02#0,"""\""수송 트럭\""은 어디 쪽에 있을까요?"""
quize04_select1#0,"""아이템 샵 옆"""
quize04_select2#0,"""아이템 랩 위"""
quize04_select3#0,"""아크스 물자 관리원 소우야의 뒤"""
quize04_select4#0,"""트라스포가 부숴버려서 어디에도 없다"""
quize04_answer#0,"""정답은…<br><red>아이템 샵 옆<c> 입니다!"""
quiz5#0,"""문제<br><yellow>이 퀘스트의 \""퀘스트 이름\""은?<c>"""
quiz05_01#0,"""이 퀘스트의 \""퀘스트 이름\""은?"""
quize05_select1#0,"""퀴즈★나즌의 도전장! Part.3"""
quize05_select2#0,"""퀴즈●나즌의 결투장! Part.3"""
quize05_select3#0,"""퀴즈▲나즌의 결투 도전장! Part.3"""
quize05_select4#0,"""퀴즈■나즌의 표창장! Part.3"""
quize05_answer#0,"""정답은…<br><red>퀴즈★나즌의 도전장! Part.3<c> 입니다!"""
quiz6#0,"""문제<br><yellow>센트럴 타워에 있는<br>\""푸드 스탠드 점원\""의 이름은?<c>"""
quiz06_01#0,"""센트럴 타워에 있는"""
quiz06_02#0,"""\""푸드 스탠드 점원\""의 이름은?"""
quize06_select1#0,"""프랑메"""
quize06_select2#0,"""프랑카"""
quize06_select3#0,"""프랑키"""
quize06_select4#0,"""프랑코"""
quize06_answer#0,"""정답은…<br><red>프랑메<c> 입니다!"""
quiz7#0,"""문제<br><yellow>\""듀얼 퀘스트\""의 클리어 보상에 없는<br>\""특수 능력 캡슐\""은?<c>"""
quiz07_01#0,"""\""듀얼 퀘스트\""의 클리어 보상에 없는"""
quiz07_02#0,"""\""특수 능력 캡슐\""은?"""
quize07_select1#0,"""C/메가스 퓨지아 (C/メガス・フュージア)"""
quize07_select2#0,"""C/포미드 퓨지아 (C/フォミド・フュージア)"""
quize07_select3#0,"""C/듀에라 퓨지아 (C/デュエラ・フュージア)"""
quize07_select4#0,"""C/이리지스 퓨지아 (C/イリジス・フュージア)"""
quize07_answer#0,"""정답은…<br><red>C/메가스 퓨지아 (C/メガス・フュージア)<c> 입니다!"""
quiz8#0,"""문제<br><yellow>이 중에서, 중앙 리템에 등장하지 않는<br>\""드레드 에너미\""는?<c>"""
quiz08_01#0,"""이 중에서, 중앙 리템에 등장하지 않는"""
quiz08_02#0,"""\""드레드 에너미\""는?"""
quize08_select1#0,"""노련의 포토스 레이저"""
quize08_select2#0,"""노련의 샌드 나그루스"""
quize08_select3#0,"""노련의 레누스 리템"""
quize08_select4#0,"""노련의 사바큐리오"""
quize08_answer#0,"""정답은…<br><red>노련의 포토스 레이저<c> 입니다!"""
quiz9#0,"""문제<br><yellow>\""방어구\""를 강화하면<br>어떤 효과를 얻을까요?<c>"""
quiz09_01#0,"""\""방어구\""를 강화하면"""
quiz09_02#0,"""어떤 효과를 얻을까요?"""
quize09_select1#0,"""방어력이 상승"""
quize09_select2#0,"""장비 조건 레벨이 낮아짐"""
quize09_select3#0,"""가끔 무적 상태가 됨"""
quize09_select4#0,"""에너미가 겁을 먹고 도망침"""
quize09_answer#0,"""정답은…<br><red>방어력이 상승<c> 입니다!"""
quiz10#0,"""문제<br><yellow>이 중에서 올바른 \""특수 능력\""<br>의 이름은?<c>"""
quiz10_01#0,"""이 중에서 올바른 \""특수 능력\"""""
quiz10_02#0,"""의 이름은?"""
quize10_select1#0,"""할피니리아"""
quize10_select2#0,"""할피리니아"""
quize10_select3#0,"""할니피리아"""
quize10_select4#0,"""할피리아"""
quize10_answer#0,"""정답은…<br><red>할피니리아<c> 입니다!"""
quiz11#0,"""문제<br><yellow>이 중에서 \""루시엘 탐험\""의<br>클리어 보상에 포함되는 것은?<c>"""
quiz11_01#0,"""이 중에서 \""루시엘 탐험\""의"""
quiz11_02#0,"""클리어 보상에 포함되는 것은?"""
quize11_select1#0,"""특수 능력 캡슐"""
quize11_select2#0,"""문 아토마이저"""
quize11_select3#0,"""초 메가톤 파르페"""
quize11_select4#0,"""가라아게"""
quize11_answer#0,"""정답은…<br><red>특수 능력 캡슐<c> 입니다!"""
quiz12#0,"""문제<br><yellow>강화 시 특수 능력 \""엔디미오\""로<br>얻을 수 있는 \""획득 경험치\""는?<c>"""
quiz12_01#0,"""강화 시 특수 능력 \""엔디미오\""로"""
quiz12_02#0,"""얻을 수 있는 \""획득 경험치\""는?"""
quize12_select1#0,"""100,000"""
quize12_select2#0,"""500,000"""
quize12_select3#0,"""777,777"""
quize12_select4#0,"""9,999,999"""
quize12_answer#0,"""정답은…<br><red>100,000<c> 입니다!"""
quiz13#0,"""문제<br><yellow>\""메인 스토리 1장\""에 출현하는<br>\""보스 에너미\""는?<c>"""
quiz13_01#0,"""\""메인 스토리 1장\""에 출현하는"""
quiz13_02#0,"""\""보스 에너미\""는?"""
quize13_select1#0,"""부진"""
quize13_select2#0,"""넥스 베라"""
quize13_select3#0,"""록 베어"""
quize13_select4#0,"""다이달 액스"""
quize13_answer#0,"""정답은…<br><red>부진<c> 입니다!"""
quiz14#0,"""문제<br><yellow>이 중 \""카타나\""의<br>포톤 아츠 이름이 아닌 것은?<c>"""
quiz14_01#0,"""이 중 \""카타나\""의"""
quiz14_02#0,"""포톤 아츠 이름이 아닌 것은?"""
quize14_select1#0,"""하야테츠와부키"""
quize14_select2#0,"""오우카텐코우"""
quize14_select3#0,"""아야메렛푸우"""
quize14_select4#0,"""후요우텐라이"""
quize14_answer#0,"""정답은…<br><red>오우카텐코우<c> 입니다!"""
quiz15#0,"""문제<br><yellow>\""글로서드 에너미\""의 특징으로<br>올바른 것은?<c>"""
quiz15_01#0,"""\""글로서드 에너미\""의 특징으로"""
quiz15_02#0,"""올바른 것은?"""
quize15_select1#0,"""일정 시간 마다 데미지 내성이 증가한다"""
quize15_select2#0,"""일정 시간 마다 공격력이 상승한다"""
quize15_select3#0,"""일정 시간 마다 HP를 회복한다"""
quize15_select4#0,"""일정 시간 마다 증원이 출현한다"""
quize15_answer#0,"""정답은…<br><red>일정 시간 마다 공격력이 상승한다<c> 입니다!"""
quiz16#0,"""문제<br><yellow>이 중에서<br>\""존재하지 않는 섹션\""은?<c>"""
quiz16_01#0,"""이 중에서"""
quiz16_02#0,"""\""존재하지 않는 섹션\""은?"""
quize16_select1#0,"""서부 에아리오"""
quize16_select2#0,"""동부 크바리스"""
quize16_select3#0,"""북부 리템"""
quize16_select4#0,"""메디오라 외곽 제1구"""
quize16_answer#0,"""정답은…<br><red>동부 크바리스<c> 입니다!"""
quiz17#0,"""문제<br><yellow>\""알즈 세크레테 Ⅳ\""의 효과에<br>\""포함되지  않은 것\""은?<c>"""
quiz17_01#0,"""\""알즈 세크레테 Ⅳ\""의 효과에"""
quiz17_02#0,"""\""포함되지  않은 것\""은?"""
quize17_select1#0,"""HP-10"""
quize17_select2#0,"""데미지 내성 +1.5%"""
quize17_select3#0,"""위력 하한 보정 +2.5%"""
quize17_select4#0,"""위력 +2.5％"""
quize17_answer#0,"""정답은…<br><red>데미지 내성 +1.5%<c> 입니다!"""
quiz18#0,"""문제<br><yellow>이 중에서<br>아크스 \""교관\""이 아닌 사람은?<c>"""
quiz18_01#0,"""이 중에서"""
quiz18_02#0,"""아크스 \""교관\""이 아닌 사람은?"""
quize18_select1#0,"""호냥"""
