PartyJoin#0,"""/toge /ci2 1 Haré lo que pueda."""
IncidentJsApcBegin#0,"""/ci3 1 Estoy deseando trabajar con usted.！"""
IncidentJsApcFailure#0,"""...... Ya no puedo hacer esto. <br> Lo siento, voy a tener que retirarme."""
IncidentJsApcSuccess#0,"""/ci2 1 ¡Eso es! <br> ¡Bueno, muchas gracias! <br>¡Muchas gracias!"""
IncidentJsApcBeginEvo#0,"""/ci3 1 /toge Por favor, tenga cuidado con ....... <br>¡Hay una gran reacción en tu camino!"""
AbilityExeRareU#0,"""(Temporal) Activación potencial cuando se equipa con una unidad rara."""
EnemyLargeRareW#0,"""(Temporal) Aparecen enemigos grandes cuando se equipan con armas raras."""
EnemyBossRareW#0,"""(Temporal) Aparece un jefe cuando se equipa con un arma rara."""
EnemyRareRareW#0,"""(Temporal) Aparecen enemigos raros cuando se equipan con armas raras."""
EnemyBoostRareW#0,"""(Temporal) Aparece el impulso E cuando se equipa con un arma rara."""
PartyJoin#1,"""/ci2 1 Bueno, hola."""
IncidentJsApcBegin#1,"""/ci2 2 Lo siento, no quería molestarte. ......"""
IncidentJsApcFailure#1,"""....no puede soportar mucho más de esto. <br> Voy a seguir adelante y retirarme."""
IncidentJsApcSuccess#1,"""/ci2 1 Lo has conseguido. <br>Gracias, me has alegrado el día."""
IncidentJsApcBeginEvo#1,"""/ci5 2 Cuídate. <br>Todavía hay una gran reacción."""
AbilityExeRareU#1,"""Llevar cosas buenas<br>¡Siempre estoy en mejor forma!"""
EnemyLargeRareW#1,"""Con el <br> <weapon> que me dio el Maestro, ¡puedo ganar!"""
EnemyBossRareW#1,"""¡Resolveré esto con el <weapon> que me dio el Maestro!"""
EnemyRareRareW#1,"""He encontrado una especie rara. <br>¿Qué es más inusual, mi arma o tú?"""
EnemyBoostRareW#1,"""¡El ambiente puede parecer diferente, pero<br><weapon> puede hacerlo<br>!"""
PartyJoin#2,"""/ci2 1 Estoy deseando trabajar con usted.！"""
IncidentJsApcBegin#2,"""/toge /ci4 1 ...... ¡Oh, tú! <br>¡Por favor, ayúdenme! ¡<br>Estoy rodeado de enemigos. ......!"""
IncidentJsApcFailure#2,"""...... No puedo ir más lejos. <br>Lo siento, me voy a retirar primero."""
IncidentJsApcSuccess#2,"""/ci2 1 ¡Oh, muchas gracias! <br>¡Gracias por ayudarme! <br>¡Muchas gracias!"""
IncidentJsApcBeginEvo#2,"""/moya /ci4 4 ¡¿Qué es esta ......<br>reacción muy grande ......!"""
AbilityExeRareU#2,"""(Temporal) Activación potencial cuando se equipa con una unidad rara."""
EnemyLargeRareW#2,"""(Temporal) Aparecen enemigos grandes cuando se equipan con armas raras."""
EnemyBossRareW#2,"""(Temporal) Aparece un jefe cuando se equipa con un arma rara."""
EnemyRareRareW#2,"""(Temporal) Aparecen enemigos raros cuando se equipan con armas raras."""
EnemyBoostRareW#2,"""(Temporal) Aparece el impulso E cuando se equipa con un arma rara."""
PartyJoin#3,"""/toge /ci2 1 よろしくなっ！"""
IncidentJsApcBegin#3,"""/ci2 3 /toge おっ、あんた、いいところに！<br>ちょっと敵が多すぎるから<br>手伝ってくれっ！"""
IncidentJsApcFailure#3,"""¡Uf, maldita sea! <br> ¡Bueno, yo me retiro primero!"""
IncidentJsApcSuccess#3,"""/mn15 /ci2 1 ¡Sí, sí, sí! <br> ¡Está hecho! <br>¡Gracias por ayudarme!"""
IncidentJsApcBeginEvo#3,"""/ci5 2 Caramba, esta es una gran reacción<br>¿Significa eso que todavía está por venir?"""
AbilityExeRareU#3,"""(Temporal) Activación potencial cuando se equipa con una unidad rara."""
EnemyLargeRareW#3,"""(Temporal) Aparecen enemigos grandes cuando se equipan con armas raras."""
EnemyBossRareW#3,"""(Temporal) Aparece un jefe cuando se equipa con un arma rara."""
EnemyRareRareW#3,"""(Temporal) Aparecen enemigos raros cuando se equipan con armas raras."""
EnemyBoostRareW#3,"""(Temporal) Aparece el impulso E cuando se equipa con un arma rara."""
PartyJoin#4,"""/mn16 /ci2 1 Sí, ¡encantado de conocerte!"""
IncidentJsApcBegin#4,"""/mn17 /ci2 1 ¡Estás aquí! <br> ¡Gracias, eso es algo!"""
IncidentJsApcFailure#4,"""……うう、あたし未熟すぎ。<br>ごめん、先に撤退しちゃうね。"""
IncidentJsApcSuccess#4,"""/ci2 2 やたーっ！\u3000なんとかしのげたよ！<br>あなたのお陰！\u3000ありがとう！"""
IncidentJsApcBeginEvo#4,"""/mn19 /ci2 1 あれあれあれれっ？<br>なんかおっきな反応が<br>近づいてくるよ！"""
AbilityExeRareU#4,"""(Temporal) Activación potencial cuando se equipa con una unidad rara."""
EnemyLargeRareW#4,"""(Temporal) Aparecen enemigos grandes cuando se equipan con armas raras."""
EnemyBossRareW#4,"""(Temporal) Aparece un jefe cuando se equipa con un arma rara."""
EnemyRareRareW#4,"""(Temporal) Aparecen enemigos raros cuando se equipan con armas raras."""
EnemyBoostRareW#4,"""(Temporal) Aparece el impulso E cuando se equipa con un arma rara."""
PartyJoin#5,"""/ci1 4 では、よろしく頼む"""
IncidentJsApcBegin#5,"""/ci1 2 すまない、お前には<br>世話になってばかりだな。"""
IncidentJsApcFailure#5,"""……ここまでか。<br>すまない、先に撤退させてもらう。"""
IncidentJsApcSuccess#5,"""/ci2 5 制圧……完了。<br>お前のおかげだ、感謝する。"""
IncidentJsApcBeginEvo#5,"""/ci3 2 ……気を抜くな。<br>とびきりのヤツが来るようだぞ。"""
