st_048060_0001#0,"""A.P.241/4/24/13:20"""
st_048060_0010#0,"""Aru. ¿Y la Sra. Kohri? Esta es una combinación inusual, ¿eh?"""
st_048060_0020#0,"""Hermana mayor esta hablando con hermano mayor, Así que fui a dar un paseo y luego Kohri..."""
st_048060_0030#0,"""Ser capaz de leer el estado de ánimo es uno de mis puntos fuertes. Nunca debes molestar una conversación entre hermanos, así que paseamos como marginados."""
st_048060_0040#0,"""<%me> Está actualmente en algún lugar,así que supongo que soy un marginada también."""
st_048060_0050#0,"""Así que vamos a llevarnos bien con los demás, compañeros marginados!"""
st_048060_0060#0,"""Oh, esta es una buena oportunidad. Yo quería preguntarte algo..."""
st_048060_0070#0,"""Sra. Xiera, ¿cuál es su... no, ¿Qué piensan todos los ARKS acerca de nuestra situación actual?"""
st_048060_0080#0,"""¿Qué quieres decir?"""
st_048060_0090#0,"""Vamos a ver... Aru y Mother eran ambos del universo ARKS, y por lo tanto los ARKS todavía estaban involucrados."""
st_048060_0100#0,"""Sin embargo, se podría decir que los ARKS no tienen nada que ver con Ardem, y es un problema que el planeta debe resolver por sí mismo."""
st_048060_0110#0,"""En otras palabras, Kohri quiere saber si los ARKS ayudarán a intervenir en esto."""
st_048060_0120#0,"""Sí."""
st_048060_0130#0,"""Es como dice Kohri. Si tratamos de interferir en los asuntos internos de la Tierra, simplemente no tendríamos suficientes ARKS. De hecho, no tenemos ninguna razón para interferir."""
st_048060_0140#0,"""sin em-bar-go... en este caso, el problema es un resultado de Mother y los incidentes que ocurrieron después de rescatar a Aru."""
st_048060_0150#0,"""Así que no hay necesidad de preocuparse, Sra. Kohri. ARKS ofrecerá su cooperación y apoyo."""
st_048060_0160#0,"""Ya he hecho las llamadas necesarias. Incluso recibimos autorización del Comandante Ulc!"""
st_048060_0170#0,"""¿Estaría preocupada Kohri que <%me> y los otros no los ayudaran?"""
st_048060_0180#0,"""Bueno... Algo así, supongo."""
st_048060_0190#0,"""No hay necesidad de preocuparse. <%me> y Xiera son amigos. Los amigos se ayudan cuando lo necesitan, ¿no?"""
st_048060_0200#0,"""Si hermana grande, hermano grande, o Kohri estuvieran en problemas, estoy seguro de que <%me> y los otros ayudarían!"""
st_048060_0210#0,"""Fufu, Las vistas directas de Aru son fáciles de obtener y precisas."""
st_048060_0220#0,"""Usted entiende, ¿verdad, Sra. Kohri? la Sra. Hitsugi, El Sr. Enga, y todos ustedes son nuestros amigos."""
st_048060_0230#0,"""Los ARKS nunca abandonarían a un amigo. Tenga la seguridad de que puede contar con nosotros."""
st_048060_0240#0,"""¡Comprendo!"""
st_048060_0250#0,"""Además, personalmente estoy interesada en la tecnología de la Tierra. Hay algunas cosas que quería preguntar."""
st_048060_0260#0,"""Por ejemplo, PSO2. Esa clase de tecnología para transferirte a otros universos debe ser posible con nuestra tecnología también."""
st_048060_0270#0,"""PSO2? Si eso es todo, lo tengo instalado en este dispositivo aquí."""
st_048060_0280#0,"""¡¿Qué?! P-¿Podria tomar prestado ese dispositivo por un momento, Sra. Kohri?"""
st_048060_0290#0,"""Ho, ho, ho, ho! Así es como ... Ya que conozco las coordenadas, solo haz esto y... Ah, entonces funciona así..."""
st_048060_0300#0,"""Ver el producto real es tan agradable, que me permite entender tanto a la vez."""
st_048060_0310#0,"""Bien entonces, será la compensación apropiada para el apoyo de los ARKS."""
st_048060_0320#0,"""¡¿Qué?! Esa compensación es demasiado simple!"""
st_048060_0330#0,"""Fufu, Sólo bromeo."""
st_048060_0340#0,"""Esto sólo significa que está bien bromear al respecto, porque los ARKS siempre estarán allí para ayudar a la Sra. Kohri y a los demás."""
st_048060_0350#0,"""Somos amigos, después de todo. ¿No es asi, Aru?"""
st_048060_0360#0,"""¡Sip!"""
st_048060_0370#0,"""Q-q-q-que?! Q-¿Qué está pasando?"""
st_048060_0380#0,"""¡¿Cantidades anormales de Ether en los suburbios de Las Vegas?!"""
st_048060_0390#0,"""No, no es sólo en Las Vegas... ¡La cantidad de Ether en todo el mundo está aumentando! Casi como para cubrir el planeta..."""
st_048060_0400#0,"""¡¿Aru?!"""
st_048060_0410#0,"""Se siente demasiado... mal. ¿Qué estás convincentemente tratando de hacer ...?"""
st_048060_0420#0,"""Rápido, llame a todos aquí rápidamente! ¡Tenemos que parar esto!"""
