st_048120_0001#0,"""A.D.2028/4/25/14:00"""
st_048120_0010#0,"""Ardem!"""
st_048120_0020#0,"""Enga, y todo el mundo. Eso fue rápido. Ophiel<br>no era tan útil como pensaba. Bueno,<br>no importa."""
st_048120_0030#0,"""Ardem, no te muevas. ¡Intenta algo y te pondré una bala en la cabeza!"""
st_048120_0040#0,"""Wow, Nunca he visto tanta ira de ti,<br>Enga. ¿De verdad quieres detenerme así?"""
st_048120_0050#0,"""Por supuesto. ¡Lo que estás tratando de hacer es reescribir toda la historia humana hasta ahora!"""
st_048120_0060#0,"""¿Crees que hay alguien que simplemente se rinda y acepte eso?"""
st_048120_0070#0,"""Esto no es sobre lo que alguien quiere, esto tiene que hacerse, Enga."""
st_048120_0080#0,"""Para que las personas evolucionen al siguiente nivel... Para un cambio de paradigma de este mundo. Necesita una vez más la creación."""
st_048120_0090#0,"""¡Tales palabras egoístas! ¿Qué pasa con las personas que están vivas ahora?!"""
st_048120_0100#0,"""La evolución se logra a través del sacrificio. ¿No es natural?"""
st_048120_0110#0,"""Sacrificios para la evolución ... ¿Es la creación de esos Fantasmas lo que realmente deseaste?"""
st_048120_0120#0,"""Se convirtieron en esos monstruos cuando intenté imaginarlos adaptándose al nuevo mundo. No es una mala cosa, en si. Eso es evolución también."""
st_048120_0130#0,"""Evolución de esa manera... Nadie quiere eso. ¿Puedes incluso llamar a eso evolución?"""
st_048120_0140#0,"""Como hermano, como hermana, ambos son inconscientes, Sra. Hitsugi. No se trata de esperanza o deseo, sino de lo que hay que hacerse."""
st_048120_0150#0,"""¿Por qué estás tan impulsado a buscar la evolución?"""
st_048120_0160#0,"""Vamos a invertirlo, ¿dónde ven todos ustedes esperanza en este mundo?"""
st_048120_0170#0,"""La humanidad continúa destruyéndose a sí misma y al mundo, creando tecnología en evolución para hacerlo. Incluso la apariencia de una oportunidad para el cambio fue traída en el mismo tipo de conflicto."""
st_048120_0180#0,"""Los he observado durante tanto tiempo, por mi mismo.<br>Se ha vuelto demasiado difícil de ver por más tiempo.<br>Este mundo. la Humanidad."""
st_048120_0190#0,"""Para impulsar este mundo estancado, prepararé un paraíso y resucitaré al Dios de la creación. Entonces, la Tierra evolucionará."""
st_048120_0200#0,"""Las armas personificadas, Fantasmas, son todas triviales. La perfección de la encarnación de Ether... como se contó desde la antigüedad, el tiempo que conduce al resurgimiento de Dios."""
st_048120_0210#0,"""Y por las manos de Dios, este mundo cambiará y avanzará hacia un nuevo futuro renacido."""
st_048120_0220#0,"""¡El camino hacia el futuro es algo que tú mismo forjas! No es algo que usted le pregunta a alguien más para hacer, Ardem!"""
st_048120_0230#0,"""Siento que no me entiendas, Enga. Al final, ni siquiera nosotros pudímos escapar de eso. Tener que luchar entre sí, la maldición de la humanidad."""
st_048120_0240#0,"""Ahora, comencemos. Mi primera y última batalla."""
line01#0,"""El progreso de la misión ha sido guardado."""
