st_048080_0001#0,"""A.D.2028/4/25/11:30"""
st_048080_0010#0,"""Pensar que había un lugar así dentro de la sede de la Earth Guide... Nunca lo supe."""
st_048080_0020#0,"""Estoy seguro de que sólo había unos cuantos miembros de la  Earth Guide que lo hicieron."""
st_048080_0030#0,"""Bajamos un poco, pero esto se dirige hacia el centro de la Tierra, ¿verdad?"""
st_048080_0040#0,"""Basado en las coordenadas, Así parece. Exactamente hasta qué punto se desconoce."""
st_048080_0050#0,"""Recuerdo haber escuchado que el centro de la Tierra está muy caliente... V-¿Vamos a estar bien?"""
st_048080_0060#0,"""1. No es un lugar al que sólo vayas"""
st_048080_0070#0,"""2. Si tienes miedo, puedes ir a casa"""
st_048080_0080#0,"""¡Las palabras de los veteranos son verdaderamente otra cosa!¡No es un lugar al que nosotros podamos solo ir!"""
st_048080_0090#0,"""Si pudiera regresar a casa, lo haría ... Pero, no creo que sea el momento adecuado para tener los pies fríos."""
st_048080_0100#0,"""Quiero, pero... estaré bien, creo. e-espera, ¿Que son esas cosas?"""
st_048080_0110#0,"""Los Phantoms que <%me> vieron... Son básicamente los cuerpos transformados de los miembros de la Earth Guide."""
st_048080_0120#0,"""Hitsugi, Kohri, mantenganse atras. Es nuestro deber tratar con tipos como estos."""
st_048080_0130#0,"""Kohri, ¿puedes oírlo...? Las voces de estas personas... Están sufriendo."""
st_048080_0140#0,"""Aunque ellos ya no son personas... Ellos están sufriendo sin cesar."""
st_048080_0150#0,"""Puedo oírlos también, Hitsugi. Los oigo claramente."""
st_048080_0160#0,"""Es casi como si ellos nos estuvieran suplicando..."""
st_048080_0170#0,"""Esta arma mía los salvará a todos."""
st_048080_0180#0,"""Incluso si no puedo salvar sus vidas, sólo sus corazones...<br>¡Lucharé!"""
st_048080_0190#0,"""¡No dejaré que Hitsugi soporte toda la carga! ¡Voy a pelear contigo!"""
st_048080_0200#0,"""...Ustedes dos."""
st_048080_0210#0,"""Sólo espera, Ardem. Voy a patearte el culo, pase lo que pase."""
skit01#0,"""El despertar de Dios"""
skit02#0,"""Armageddon Encarnado"""
